ticker,event_date,event_trading_date,nct_id,title,phase,sponsor,conditions,enrollment,interventions,market_cap_m,move_pct,move_2d_pct,price_before,price_after,move_class,event_type,catalyst_type,price_error
MRK,2024-03-06,2024-03-06,NCT05665595,A Study of Adjuvant Pembrolizumab/Vibostolimab (MK-7684A) Versus Pembrolizumab for Resected High-Risk Melanoma in Participants With High-Risk Stage II-IV Melanoma (MK-7684A-010/KEYVIBE-010),PHASE3,Merck Sharp & Dohme LLC,Melanoma,1594,Pembrolizumab/Vibostolimab; Pembrolizumab,,0.75,0.94,115.23,116.1,Low,Gainer,Clinical Data,
SNY,2013-04-26,2013-04-26,NCT01298323,Study to Determine if Contacting Patients With MTC More Frequently Results in Earlier Detection and Treatment of Signs and Symptoms of AEs and Thus a Decrease in the Percentage of Time Patients Experience AEs During First 12 Months on Vandetanib Treatment,PHASE3,Sanofi,Locally Advanced or Metastatic Medullary Thyroid Cancer; Medullary Thyroid Cancer,205,Patient outreach; Vandetanib,,0.13,2.27,32.32,32.36,Low,Gainer,Clinical Data,
RHHBY,2019-07-04,2019-07-05,NCT03493854,"A Study to Evaluate the Pharmacokinetics, Efficacy, and Safety of Subcutaneous Administration of the Fixed-Dose Combination of Pertuzumab and Trastuzumab in Combination With Chemotherapy in Participants With HER2-Positive Early Breast Cancer",PHASE3,Hoffmann-La Roche,Early Breast Cancer,500,Cyclophosphamide; Doxorubicin; Docetaxel,,-1.68,-2.58,29.19,28.7,Low,Loser,Clinical Data,
AMGN,2024-11-28,2024-11-29,NCT05398445,A Study Evaluating Rocatinlimab in Moderate-to-severe Atopic Dermatitis (ROCKET-IGNITE),PHASE3,Amgen,Atopic Dermatitis,769,Rocatinlimab; Placebo,,1.0,-0.7,269.37,272.07,Low,Gainer,Clinical Data,
PACB,2024-01-30,2024-01-30,NCT05679479,Study on the Safety and Efficacy of Meplazumab for Injection in Severe Patients With COVID-19,PHASE3,Jiangsu Pacific Meinuoke Bio Pharmaceutical Co Ltd,COVID-19,108,Meplazumab for injection; Normal saline,507.2,-5.14,-12.03,7.4,7.02,Medium,Loser,Clinical Data,
RHHBY,2018-08-17,2018-08-17,NCT02242942,Comparison of the Treatments of Obinutuzumab + Venetoclax Versus Obinutuzumab + Chlorambucil in Patients With Chronic Lymphocytic Leukemia,PHASE3,Hoffmann-La Roche,"Lymphocytic Leukemia, Chronic",445,Chlorambucil; Venetoclax; Obinutuzumab,,0.57,1.97,23.78,23.91,Low,Gainer,Clinical Data,
BHVN,2025-04-29,2025-04-29,NCT04693351,Efficacy and Safety Study of Adjunctive Troriluzule in Obsessive Compulsive Disorder,PHASE3,"Biohaven Pharmaceuticals, Inc.",Obsessive-Compulsive Disorder,589,Troriluzole; Placebo,1528.6,0.64,1.75,21.74,21.88,Low,Gainer,Clinical Data,
NVS,2025-06-27,2025-06-27,NCT05842954,"Efficacy, Safety and Tolerability of KLU156 in Adults and Children With Uncomplicated P. Falciparum Malaria",PHASE3,Novartis Pharmaceuticals,Uncomplicated Plasmodium Falciparum Malaria,1720,KLU156; Coartem,,-0.26,0.57,120.32,120.01,Low,Loser,Clinical Data,
JNJ,2024-05-30,2024-05-30,NCT05868122,A Study to Evaluate a Fixed Combination of Acetaminophen/Naproxen Sodium in Acute Postoperative Pain Following Bunionectomy,PHASE3,Johnson & Johnson Consumer Inc. (J&JCI),Pain,122,Acetaminophen/Naproxen Sodium Fixed Combination; Placebo,,0.58,1.54,137.26,138.06,Low,Gainer,Clinical Data,
RHHBY,2023-10-11,2023-10-11,NCT04432831,A Study to Evaluate the Long-Term Safety and Tolerability of Faricimab in Participants With Diabetic Macular Edema,PHASE3,Hoffmann-La Roche,Diabetic Macular Edema,1479,Faricimab; Sham Procedure,,0.63,-0.46,32.39,32.6,Low,Gainer,Clinical Data,
SNY,2024-12-26,2024-12-26,NCT05468320,Caplacizumab and Immunosuppressive Therapy Without Firstline Therapeutic Plasma Exchange in Adults With Immune-mediated Thrombotic Thrombocytopenic Purpura,PHASE3,Sanofi,Thrombotic Thrombocytopenic Purpura,51,Caplacizumab; Corticosteroids; anti-CD20 antibody,,0.29,0.91,46.24,46.38,Low,Gainer,Clinical Data,
MRK,2024-02-16,2024-02-16,NCT05696080,Safety and Immunogenicity of V116 in Adults With Increased Risk for Pneumococcal Disease (V116-008),PHASE3,Merck Sharp & Dohme LLC,Pneumococcal Infection,518,V116; Placebo; PCV15,,0.99,0.66,118.71,119.89,Low,Gainer,Clinical Data,
NVS,2023-06-13,2023-06-13,NCT04851873,Safety and Efficacy of Intravenous OAV101 (AVXS-101) in Pediatric Patients With Spinal Muscular Atrophy (SMA),PHASE3,Novartis Pharmaceuticals,Spinal Muscular Atrophy,24,OAV101,,-0.68,-0.32,92.9,92.27,Low,Loser,Clinical Data,
ABBV,2019-07-23,2019-07-23,NCT03104374,A Study Comparing Upadacitinib (ABT-494) to Placebo in Participants With Active Psoriatic Arthritis Who Have a History of Inadequate Response to at Least One Biologic Disease Modifying Anti-Rheumatic Drug,PHASE3,AbbVie,Psoriatic Arthritis,642,Placebo; Upadacitinib,,-0.4,-0.79,51.84,51.64,Low,Loser,Clinical Data,
RPID,2023-10-10,2023-10-10,NCT04185441,Efficacy and Safety of Tanzânia Association in the Treatment of Erectile Dysfunction Associated With Benign Prostatic Hyperplasia,PHASE3,EMS,Erectile Dysfunction; Benign Prostatic Hyperplasia,295,Tanzânia association; Omnic Ocas; Omnic Ocas placebo,191.9,-0.47,-1.89,1.06,1.05,Low,Loser,Clinical Data,
ABBV,2023-11-29,2023-11-29,NCT03047395,A Study to Assess the Safety and Efficacy of Risankizumab for Maintenance in Moderate to Severe Plaque Type Psoriasis ( LIMMITLESS ),PHASE3,AbbVie,Psoriasis,2170,risankizumab,,0.3,3.12,127.68,128.07,Low,Gainer,Clinical Data,
LLY,2018-12-05,2018-12-06,NCT02451943,A Study of Doxorubicin Plus Olaratumab (LY3012207) in Participants With Advanced or Metastatic Soft Tissue Sarcoma,PHASE3,Eli Lilly and Company,Soft Tissue Sarcoma,509,Olaratumab; Doxorubicin; Placebo,,-0.58,-2.52,105.83,105.21,Low,Loser,Clinical Data,
PFE,2024-02-06,2024-02-06,NCT05371652,A Study to Learn About the Long-term Safety of Rimegepant for the Acute Treatment of Migraine in Chinese Participants,PHASE3,Pfizer,Acute Migraine,241,Rimegepant 75mg Orally Disintegrating Tablets (ODT),,3.5,3.73,23.31,24.13,Low,Gainer,Clinical Data,
SNY,2023-05-17,2023-05-17,NCT03547271,Immunogenicity and Safety Study of a Quadrivalent Meningococcal Conjugate Vaccine When Co-administered With Routine Pediatric Vaccines in Healthy Infants and Toddlers in Europe,PHASE3,"Sanofi Pasteur, a Sanofi Company",Meningococcal Infections,1660,"MenACYW conjugate vaccine; Meningococcal group A, C, W-135, and Y conjugate vaccine; DTaP-IPV-HB-Hib vaccine",,-1.58,-1.26,48.3,47.53,Low,Loser,Clinical Data,
LLY,2020-09-21,2020-09-21,NCT03334435,A Study of Long-term Baricitinib (LY3009104) Therapy in Atopic Dermatitis,PHASE3,Eli Lilly and Company,Atopic Dermatitis,1645,Baricitinib; Placebo,,-1.94,-2.8,145.31,142.5,Low,Loser,Clinical Data,
SNY,2025-08-21,2025-08-21,NCT06224348,A Study to Evaluate the Efficacy and Safety of Subcutaneous Amlitelimab in Participants Aged 12 Years and Older With Moderate-to-severe Atopic Dermatitis on Background Topical Corticosteroids,PHASE3,Sanofi,Dermatitis Atopic,643,Amlitelimab; Placebo; Topical corticosteroids,,0.16,1.62,50.53,50.61,Low,Gainer,Clinical Data,
ALNY,2019-11-05,2019-11-05,NCT03681184,A Study to Evaluate Lumasiran in Children and Adults With Primary Hyperoxaluria Type 1,PHASE3,Alnylam Pharmaceuticals,Primary Hyperoxaluria Type 1 (PH1),39,Placebo; Lumasiran,,0.34,-1.32,91.74,92.05,Low,Gainer,Clinical Data,
NVS,2016-01-29,2016-01-29,NCT01958021,Study of Efficacy and Safety of LEE011 in Postmenopausal Women With Advanced Breast Cancer,PHASE3,Novartis Pharmaceuticals,"Advanced, Metastatic Breast Cancer",668,Ribociclib; Letrozole; Placebo,,1.87,0.95,47.19,48.07,Low,Gainer,Clinical Data,
MRK,2020-09-30,2020-09-30,NCT03875092,A Study of Carboplatin-Paclitaxel/Nab-Paclitaxel Chemotherapy With or Without Pembrolizumab (MK-3475) in Adults With First Line Metastatic Squamous Non-small Cell Lung Cancer (MK-3475-407/KEYNOTE-407)-China Extension Study,PHASE3,Merck Sharp & Dohme LLC,Non-small Cell Lung Cancer,125,Pembrolizumab; Paclitaxel; Carboplatin,,1.28,-0.32,66.16,67.0,Low,Gainer,Clinical Data,
VRTX,2023-05-18,2023-05-18,NCT05076149,"A Study of VX-121 Combination Therapy in Participants With Cystic Fibrosis (CF) Who Are Homozygous for F508del, Heterozygous for F508del and a Gating (F/G) or Residual Function (F/RF) Mutation, or Have At Least 1 Other Triple Combination Responsive (TCR) CFTR Mutation and No F508del Mutation",PHASE3,Vertex Pharmaceuticals Incorporated,Cystic Fibrosis,597,VX-121/TEZ/D-IVA; ELX/TEZ/IVA; IVA,,-0.51,0.15,341.2,339.46,Low,Loser,Clinical Data,
RHHBY,2020-03-16,2020-03-16,NCT03072238,"Ipatasertib Plus Abiraterone Plus Prednisone/Prednisolone, Relative to Placebo Plus Abiraterone Plus Prednisone/Prednisolone in Adult Male Patients With Metastatic Castrate-Resistant Prostate Cancer",PHASE3,Hoffmann-La Roche,Metastatic Prostate Cancer,1101,Ipatasertib; Abiraterone; Placebo,,-7.34,-2.51,33.03,30.6,Medium,Loser,Clinical Data,
NNNN,2023-03-06,,NCT05174416,A Study to Evaluate the Efficacy and Safety of Mavacamten in Chinese Adults With Symptomatic Obstructive HCM,PHASE3,LianBio LLC,Obstructive Hypertrophic Cardiomyopathy,81,Mavacamten; Placebo,1130.6,,,,,Unknown,Loser,Clinical Data,Insufficient price data
VNDA,2022-09-07,2022-09-07,NCT04819776,Evaluation of Efficacy and Safety of Iloperidone in the Acute Treatment of Manic or Mixed Episodes Associated With Bipolar I Disorder,PHASE3,Vanda Pharmaceuticals,Bipolar I Disorder,417,Iloperidone; Iloperidone Placebo,526.7,1.68,0.99,10.1,10.27,Low,Gainer,Clinical Data,
MRK,2025-03-20,2025-03-20,NCT03867084,Safety and Efficacy of Pembrolizumab (MK-3475) Versus Placebo as Adjuvant Therapy in Participants With Hepatocellular Carcinoma (HCC) and Complete Radiological Response After Surgical Resection or Local Ablation (MK-3475-937 / KEYNOTE-937),PHASE3,Merck Sharp & Dohme LLC,Hepatocellular Carcinoma,959,Pembrolizumab; Placebo,,0.76,-0.97,91.4,92.09,Low,Gainer,Clinical Data,
MRK,2022-06-20,2022-06-21,NCT03834506,Study of Pembrolizumab (MK-3475) Plus Docetaxel Versus Placebo Plus Docetaxel in Chemotherapy-naïve Metastatic Castration-resistant Prostate Cancer (mCRPC) (MK-3475-921/KEYNOTE-921),PHASE3,Merck Sharp & Dohme LLC,Prostatic Neoplasms,1030,Pembrolizumab; Docetaxel; Prednisone,,4.03,5.37,76.1,79.17,Low,Gainer,Clinical Data,
ABBV,2021-09-02,2021-09-02,NCT04169373,A Study to Evaluate Efficacy and Safety of Upadacitinib in Adults With Axial Spondyloarthritis,PHASE3,AbbVie,Spondyloarthritis,734,Upadacitinib; Placebo,,-0.22,-0.58,94.89,94.68,Low,Loser,Clinical Data,
LLY,2024-02-27,2024-02-27,NCT05462756,A Study of Insulin Efsitora Alfa (LY3209590) as a Weekly Basal Insulin Compared to Insulin Glargine in Adult Participants With Type 2 Diabetes on Multiple Daily Injections,PHASE3,Eli Lilly and Company,Type 2 Diabetes; Type 2 Diabetes Treated With Insulin,730,Insulin Efsitora Alfa; Insulin Lispro (U100); Insulin Glargine (U100),,-0.9,-1.85,761.3,754.48,Low,Loser,Clinical Data,
SNY,2023-11-14,2023-11-14,NCT04678856,Dupilumab in CRSsNP,PHASE3,Sanofi,Chronic Rhinosinusitis Without Nasal Polyps; Sinusitis; Chronic Sinusitis; Sinus Disorder; Respiratory Disorder,71,Dupilumab SAR231893; Placebo,,0.46,-0.22,41.82,42.01,Low,Gainer,Clinical Data,
ABBV,2025-11-20,2025-11-20,NCT06068855,A Study to Assess the Effectiveness of BOTOX (Botulinum Toxin Type A) Injections for the Change of Masseter Muscle Prominence in Adult Participants,PHASE3,AbbVie,Masseter Muscle Prominence,249,BOTOX; Placebo,,-1.49,1.45,231.05,227.62,Low,Loser,Clinical Data,
LLY,2023-04-25,2023-04-25,NCT04660643,A Study of Tirzepatide (LY3298176) in Participants With Obesity or Overweight for the Maintenance of Weight Loss,PHASE3,Eli Lilly and Company,Obesity; Overweight,783,Tirzepatide; Placebo,,0.39,-1.85,374.94,376.39,Low,Gainer,Clinical Data,
ABBV,2024-06-28,2024-06-28,NCT03271489,Long-Term Safety Study of Elagolix in Combination With Estradiol/Norethindrone Acetate for the Management of Heavy Menstrual Bleeding Associated With Uterine Fibroids in Premenopausal Women,PHASE3,AbbVie,Heavy Menstrual Bleeding; Uterine Fibroids,478,Elagolix; Estradiol /norethindrone acetate (E2/NETA); E2/NETA Placebo,,1.5,0.82,159.23,161.62,Low,Gainer,Clinical Data,
SPRO,2025-01-27,2025-01-27,NCT06059846,A Study of Oral Tebipenem Pivoxil Hydrobromide (TBP-PI-HBr) Compared to Intravenous Imipenem-cilastatin in Participants With Complicated Urinary Tract Infection (cUTI) or Acute Pyelonephritis (AP),PHASE3,Spero Therapeutics,Urinary Tract Infection; Acute Pyelonephritis,1690,TBP-PI-HBr; Imipenem-cilastatin; Dummy Infusion,122.3,-0.92,0.58,0.87,0.86,Low,Loser,Clinical Data,
NRC,2022-03-07,2022-03-07,NCT03818035,A Study to Evaluate Further Therapeutic Strategies With Guselkumab in Participants With Moderate-to-Severe Plaque-Type Psoriasis,PHASE3,Janssen-Cilag International NV,Psoriasis,880,Guselkumab; Placebo Injection,303.8,-2.15,1.51,33.33,32.61,Low,Loser,Clinical Data,
RHHBY,2023-02-02,2023-02-02,NCT04194203,"A Study of Bevacizumab, Carboplatin, and Paclitaxel or Pemetrexed With or Without Atezolizumab in Chemotherapy-Naïve Patients With Stage IV Non-Squamous Non-Small Cell Lung Cancer (IMpower151)",PHASE3,Hoffmann-La Roche,"Carcinoma, Non-Small-Cell Lung",305,Atezolizumab; Placebo; Bevacizumab,,-1.72,-0.55,34.3,33.71,Low,Loser,Clinical Data,
NVS,2023-10-30,2023-10-30,NCT04278417,Study of Efficacy and Safety of Brolucizumab Versus Panretinal Photocoagulation Laser in Patients With Proliferative Diabetic Retinopathy,PHASE3,Novartis Pharmaceuticals,Proliferative Diabetic Retinopathy,689,Brolucizumab 6 mg; Panretinal photocoagulation laser,,1.61,1.42,85.72,87.1,Low,Gainer,Clinical Data,
RHHBY,2022-09-06,2022-09-06,NCT04256421,A Study of Atezolizumab Plus Carboplatin and Etoposide With or Without Tiragolumab in Patients With Untreated Extensive-Stage Small Cell Lung Cancer,PHASE3,Hoffmann-La Roche,Small Cell Lung Cancer,490,Tiragolumab; Atezolizumab; Carboplatin,,2.32,4.05,35.81,36.64,Low,Gainer,Clinical Data,
PFE,2020-08-31,2020-08-31,NCT02297438,A Study Of Palbociclib (PD-0332991) + Letrozole VS. Placebo+ Letrozole For 1st Line Treatment Of Asian Postmenopausal Women With ER+/HER2- Advanced Breast Cancer [PALOMA-4],PHASE3,Pfizer,Breast Neoplasms,340,Palbociclib; Letrozole; Placebo,,-0.32,-2.72,27.44,27.35,Low,Loser,Clinical Data,
NVS,2023-12-27,2023-12-27,NCT05030311,A Phase 3 Study of Efficacy and Safety of Remibrutinib in the Treatment of CSU in Adults Inadequately Controlled by H1 Antihistamines,PHASE3,Novartis Pharmaceuticals,Chronic Spontaneous Urticaria,470,LOU064 25 mg (b.i.d); Placebo; LOU064 25 mg (b.i.d) as a tablet.,,1.18,1.44,91.55,92.63,Low,Gainer,Clinical Data,
ALNY,2021-05-18,2021-05-18,NCT04152200,A Study to Evaluate Lumasiran in Patients With Advanced Primary Hyperoxaluria Type 1,PHASE3,Alnylam Pharmaceuticals,Primary Hyperoxaluria Type 1; Primary Hyperoxaluria,21,Lumasiran,,-0.54,-0.71,135.89,135.15,Low,Loser,Clinical Data,
ABBV,2025-04-08,2025-04-08,NCT02632175,Long-term Safety and Efficacy Study of Adalimumab in Pediatric Subjects With Ulcerative Colitis,PHASE3,AbbVie,Ulcerative Colitis,59,Adalimumab,,-5.83,-3.6,180.5,169.97,Medium,Loser,Clinical Data,
RYTM,2023-09-18,2023-09-18,NCT04966741,Setmelanotide in Pediatric Participants With Rare Genetic Diseases of Obesity,PHASE3,"Rhythm Pharmaceuticals, Inc.",Bardet-Biedl Syndrome; POMC Deficiency Obesity; PCSK1 Deficiency Obesity; LEPR Deficiency Obesity,12,Setmelanotide,6188.4,-1.68,-4.41,24.96,24.54,Low,Loser,Clinical Data,
AZN,2024-05-24,2024-05-24,NCT03927157,Study to Evaluate Tezepelumab in Adults With Severe Uncontrolled Asthma,PHASE3,AstraZeneca,Asthma,405,Experimental: Tezepelumab; Placebo,,0.46,-2.0,150.59,151.28,Low,Gainer,Clinical Data,
NVS,2024-08-07,2024-08-07,NCT04873934,Management of LDL-cholesterol With Inclisiran + Usual Care Compared to Usual Care Alone in Participants With a Recent Acute Coronary Syndrome,PHASE3,Novartis Pharmaceuticals,Acute Coronary Syndrome,400,Inclisiran,,1.0,0.87,106.11,107.17,Low,Gainer,Clinical Data,
NVAX,2022-07-17,2022-07-18,NCT05372588,Phase 3 Boosting Study for the SARS-CoV-2 rS Variant Vaccines,PHASE3,Novavax,COVID-19; SARS CoV 2 Infection,1340,NVX-CoV2515; NVX-Cov2373; NVX-CoV2373 + NVX-CoV2515,1647.7,-4.52,6.56,54.43,51.97,Low,Loser,Clinical Data,
NVS,2024-02-28,2024-02-28,NCT04047472,Study of Efficacy and Safety of Brolucizumab vs. Aflibercept in Chinese Patients With Neovascular Age-Related Macular Degeneration,PHASE3,Novartis Pharmaceuticals,Neovascular Age-Related Macular Degeneration,397,Brolucizumab 6mg; Aflibercept 2 mg,,-0.9,-2.11,95.83,94.96,Low,Loser,Clinical Data,
NRC,2024-02-18,2024-02-20,NCT06288932,Outcome Study of Conventional Steroids Vs. Steroids Combined with Mycopehnolate in Newly Diagnosed Immune Thrombocytopenia Purpura.,PHASE3,"National Institute of Blood and Marrow Transplant (NIBMT), Pakistan",Immune Thrombocytopenia Purpura,118,Mycophenolate Mofetil (MMF) Treatment,303.8,-0.46,0.94,37.18,37.01,Low,Loser,Clinical Data,
MRK,2023-05-24,2023-05-24,NCT05633992,"Safety and Immunogenicity of V116 in Vaccine-naïve Japanese Older Adults (V116-009, STRIDE-9)",PHASE3,Merck Sharp & Dohme LLC,Pneumococcal Disease,450,V116; PPSV23,,0.29,-0.86,104.09,104.39,Low,Gainer,Clinical Data,
NAMS,2024-09-26,2024-09-26,NCT05142722,Randomized Study to Evaluate the Effect of Obicetrapib on Top of Maximum Tolerated Lipid-Modifying Therapies,PHASE3,NewAmsterdam Pharma,Dyslipidemias; High Cholesterol; Hypercholesterolemia; Familial Hypercholesterolemia; Atherosclerotic Cardiovascular Disease,2530,Placebo; Obicetrapib,4077.0,3.87,6.5,15.24,15.83,Low,Gainer,Clinical Data,
CMPS,2023-12-14,2023-12-14,NCT04508309,Phase 3 Trial of a Bivalent Human Papilloma Virus (HPV) Vaccine (Cecolin®) in Young Girls,PHASE3,PATH,Cervical Cancer,1025,Cecolin®; Gardasil®,783.3,7.37,11.27,7.19,7.72,Medium,Gainer,Clinical Data,
AXSM,2024-12-31,2024-12-31,NCT06360419,"Progressing TAAR-1, Dopamine, and Norepinephrine in Depression Using Solriamfetol",PHASE3,"Axsome Therapeutics, Inc.",Major Depressive Disorder,346,Solriamfetol 300 mg; Placebo,8383.5,-0.2,3.0,84.78,84.61,Low,Loser,Clinical Data,
LLY,2024-05-07,2024-05-07,NCT05463744,A Study of Insulin Efsitora Alfa (LY3209590) Compared With Insulin Degludec in Participants With Type 1 Diabetes Treated With Multiple Daily Injection Therapy,PHASE3,Eli Lilly and Company,Type 1 Diabetes; Diabetes,692,Insulin Efsitora Alfa; Insulin Degludec,,1.45,1.09,756.13,767.07,Low,Gainer,Clinical Data,
PFE,2022-04-22,2022-04-22,NCT04546425,20-valent Pneumococcal Conjugate Vaccine Safety and Immunogenicity Study of a 3-Dose Series in Healthy Infants,PHASE3,Pfizer,Pneumococcal Disease,1258,20-valent pneumococcal conjugate vaccine; 13-valent pneumococcal conjugate vaccine,,-2.0,-0.33,39.63,38.84,Low,Loser,Clinical Data,
SNY,2024-08-01,2024-08-01,NCT04180488,"Dupilumab for the Treatment of Chronic Spontaneous Urticaria in Patients Who Remain Symptomatic Despite the Use of H1 Antihistamine and Who Are naïve to, Intolerant of, or Incomplete Responders to Omalizumab (LIBERTY-CSU CUPID)",PHASE3,Sanofi,Chronic Spontaneous Urticaria,397,Dupilumab SAR231893; Placebo; non sedating H1-antihistamine,,-0.29,2.39,49.61,49.47,Low,Loser,Clinical Data,
LLY,2023-03-16,2023-03-16,NCT04657003,A Study of Tirzepatide (LY3298176) in Participants With Type 2 Diabetes Who Have Obesity or Are Overweight,PHASE3,Eli Lilly and Company,Type 2 Diabetes; Overweight; Obesity,938,Tirzepatide; Placebo,,0.02,-0.09,322.24,322.3,Low,Gainer,Clinical Data,
BMY,2024-02-08,2024-02-08,NCT05297565,A Study to Compare Nivolumab Administered Subcutaneously vs Intravenous in Melanoma Participants Following Complete Resection,PHASE3,Bristol-Myers Squibb,Melanoma,14,Nivolumab/rHuPH20; Nivolumab,,0.14,2.41,44.1,44.16,Low,Gainer,Clinical Data,
RHHBY,2021-02-05,2021-02-05,NCT03726879,A Study To Evaluate the Efficacy and Safety Of Atezolizumab or Placebo in Combination With Neoadjuvant Doxorubicin + Cyclophosphamide Followed By Paclitaxel + Trastuzumab + Pertuzumab In Early Her2-Positive Breast Cancer,PHASE3,Hoffmann-La Roche,Breast Cancer,454,Atezolizumab; Placebo; Doxorubicin,,-1.69,-2.01,36.94,36.32,Low,Loser,Clinical Data,
ACAD,2024-01-25,2024-01-25,NCT04531982,Efficacy and Safety of Pimavanserin as Adjunctive Treatment for the Negative Symptoms of Schizophrenia,PHASE3,ACADIA Pharmaceuticals Inc.,Schizophrenia,454,Pimavanserin; Placebo,4155.1,-0.07,-0.92,27.19,27.17,Low,Loser,Clinical Data,
RHHBY,2023-03-10,2023-03-10,NCT05232825,"A Phase III, Non-Inferiority, Randomized, Open-Label, Parallel Group, Multicenter Study To Investigate The Pharmacokinetics, Pharmacodynamics, Safety And Radiological And Clinical Effects Of Subcutaneous Ocrelizumab Versus Intravenous Ocrelizumab In Patients With Multiple Sclerosis",PHASE3,Hoffmann-La Roche,Relapsing Multiple Sclerosis; Primary Progressive Multiple Sclerosis,236,Ocrelizumab IV; Ocrelizumab SC; Methylprednisolone IV,,1.76,3.47,31.45,32.0,Low,Gainer,Clinical Data,
