ticker,event_date,event_trading_date,nct_id,title,phase,sponsor,conditions,enrollment,interventions,market_cap_m,move_pct,move_2d_pct,price_before,price_after,move_class,event_type,catalyst_type,price_error
LLY,2025-06-11,2025-06-11,NCT06074562,A Study of LY3556050 in Adult Participants With Diabetic Peripheral Neuropathic Pain,PHASE2,Eli Lilly and Company,Diabetic Peripheral Neuropathy,405,LY3556050; Placebo,,0.18,0.6,802.9,804.31,Low,Gainer,Clinical Data,
IONS,2022-10-19,2022-10-19,NCT04836182,"A Study to Assess the Safety, Tolerability and Efficacy of IONIS-AGT-LRx in Participants With Chronic Heart Failure With Reduced Ejection Fraction",PHASE2,"Ionis Pharmaceuticals, Inc.",Chronic Heart Failure With Reduced Ejection Fraction,72,IONIS-AGT-LRx; Placebo,,-3.74,-2.97,46.2,44.47,Low,Loser,Clinical Data,
ABBV,2022-03-28,2022-03-28,NCT03222609,A Study Evaluating Tolerability and Efficacy of Navitoclax Alone or in Combination With Ruxolitinib in Participants With Myelofibrosis,PHASE2,AbbVie,Myelofibrosis (MF),191,Ruxolitinib; Navitoclax,,0.4,0.53,139.44,140.0,Low,Gainer,Clinical Data,
VRTX,2024-10-02,2024-10-02,NCT06176196,Evaluation of Efficacy and Safety of VX-548 for Painful Lumbosacral Radiculopathy (PLSR),PHASE2,Vertex Pharmaceuticals Incorporated,Painful Lumbosacral Radiculopathy,218,VX-548; Placebo,,-1.62,-3.45,469.76,462.14,Low,Loser,Clinical Data,
PFE,2025-02-05,2025-02-05,NCT06436703,A Study About Modified RNA Vaccines Against Influenza in Healthy Adults,PHASE2,Pfizer,"Influenza, Human",1202,Influenza ModRNA Vaccine; Quadrivalent Influenza Vaccine (QIV),,2.2,-0.15,24.12,24.65,Low,Gainer,Clinical Data,
SNY,2023-03-21,2023-03-21,NCT02554773,"An Open-label Extension Study of an Investigational Drug, Fitusiran, in Patients With Moderate or Severe Hemophilia A or B",PHASE1/PHASE2,"Genzyme, a Sanofi Company",Hemophilia A; Hemophilia B,34,Fitusiran (SAR439774),,1.17,1.65,42.5,42.99,Low,Gainer,Clinical Data,
KRYS,2024-04,2024-04-01,NCT01837862,A Phase I Study of Mebendazole for the Treatment of Pediatric Gliomas,PHASE1/PHASE2,Julie Krystal,"Pilomyxoid Astrocytoma; Pilocytic Astrocytoma; Glioma, Astrocytic; Optic Nerve Glioma; Pleomorphic Xanthoastrocytoma; Glioblastoma Multiforme; Anaplastic Astrocytoma; Gliosarcoma; Diffuse Intrinsic Pontine Glioma; DIPG; Low-grade Glioma; Brainstem Glioma",36,Mebendazole; Vincristine; Carboplatin,8057.6,-1.05,-0.57,177.93,176.07,Low,Loser,Clinical Data,
LLY,2024-03-14,2024-03-14,NCT05563246,A Study of LY3473329 in Adult Participants With Elevated Lipoprotein(a) at High Risk for Cardiovascular Events,PHASE2,Eli Lilly and Company,Lipoprotein Disorder,233,LY3473329; Placebo,,0.38,-0.48,747.41,750.26,Low,Gainer,Clinical Data,
NRC,2024-07-17,2024-07-17,NCT05007613,Second-line Cabozantinib and Atezolizumab in Patients With Recurrent or Metastatic Esophageal Squamous Cell Carcinoma,PHASE2,National Taiwan University Hospital,Esophageal Cancer; Metastatic Cancer; Squamous Cell Carcinoma,24,Cabozantinib 40 MG; Atezolizumab Injection,303.8,-0.24,-2.84,23.54,23.48,Low,Loser,Clinical Data,
NRC,2023-04-19,2023-04-19,NCT02769962,"Trial of EP0057, a Nanoparticle Camptothecin With Olaparib in People With Relapsed/Refractory Small Cell Lung Cancer",PHASE1/PHASE2,National Cancer Institute (NCI),Urothelial Carcinoma; Urothelial Cancer; Lung Neoplasms; Small Cell Lung Cancer; Prostate Cancer,45,EP0057; olaparib; CT scan,303.8,1.05,1.39,40.31,40.73,Low,Gainer,Clinical Data,
IMDX,2023-11-30,2023-11-30,NCT04417088,Exablate Blood-Brain Barrier Disruption for the Treatment of rGBM in Subjects Undergoing Carboplatin Monotherapy,PHASE1/PHASE2,InSightec,Recurrent Glioblastoma,28,Carboplatin; Exablate BBBD,172.4,0.0,2.11,3.8,3.8,Low,Loser,Clinical Data,
NRC,2023-06-30,2023-06-30,NCT01236560,"Vorinostat, Temozolomide, or Bevacizumab in Combination With Radiation Therapy Followed by Bevacizumab and Temozolomide in Young Patients With Newly Diagnosed High-Grade Glioma",PHASE2/PHASE3,National Cancer Institute (NCI),Brain Stem Glioma; Cerebral Astrocytoma; Childhood Cerebellar Anaplastic Astrocytoma; Childhood Cerebral Anaplastic Astrocytoma; Childhood Spinal Cord Neoplasm,101,Bevacizumab; Temozolomide; Vorinostat,303.8,-0.55,0.87,40.34,40.11,Low,Loser,Clinical Data,
SNY,2024-01-22,2024-01-22,NCT04270942,At-Risk for Type 1 Diabetes Extension Study (TN-10 Extension),PHASE2,"Provention Bio, a Sanofi Company","Diabetes Mellitus, Type 1",6,teplizumab 1 mg/mL,,-0.39,-2.23,46.88,46.69,Low,Loser,Clinical Data,
NVS,2016-05-31,2016-05-31,NCT01784068,Nilotinib Treatment-free Remission Study in CML (Chronic Myeloid Leukemia) Patients,PHASE2,Novartis Pharmaceuticals,Chronic Myelogenous Leukemia,215,Nilotinib followed by treatment-free,,-0.75,-0.6,51.31,50.93,Low,Loser,Clinical Data,
MRK,2020-07-29,2020-07-29,NCT03284424,Study of Pembrolizumab (MK-3475) in Adults With Recurrent/Metastatic Cutaneous Squamous Cell Carcinoma (cSCC) or Locally Advanced Unresectable cSCC (MK-3475-629/KEYNOTE-629),PHASE2,Merck Sharp & Dohme LLC,Squamous Cell Carcinoma,159,Pembrolizumab,,-0.43,-0.88,63.91,63.63,Low,Loser,Clinical Data,
PFE,2023-10-06,2023-10-06,NCT05061446,Etrasimod Dose-Ranging Versus Placebo as Induction Therapy Study in Adult Japanese Subjects With Moderately to Severely Active Ulcerative Colitis,PHASE2,Pfizer,Ulcerative Colitis,54,Etrasimod; Etrasimod; Placebo,,-1.02,-0.81,28.54,28.25,Low,Loser,Clinical Data,
RHHBY,2025-02-16,2025-02-18,NCT06630390,Daridorexant to Prevent Delirium After Heart Surgery,PHASE2,University of Rochester,POSTOPERATIVE DELIRIUM; POSTOPERATIVE COGNITIVE DECLINE,11,Daridorexant 50 mg; Placebo,,-0.49,-0.9,39.73,39.54,Low,Loser,Clinical Data,
ALDX,2023-11-21,2023-11-21,NCT05717920,A Clinical Trial in Subjects With Atopic Dermatitis (Part 1),PHASE2,"Aldeyra Therapeutics, Inc.",Atopic Dermatitis,8,ADX-629 (Open-label),328.5,-8.27,-4.89,2.66,2.44,Medium,Loser,Clinical Data,
NRC,2022-01-26,2022-01-26,NCT04329104,Safety and Efficacy of CIS43LS Anti-malaria mAb in Mali,PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),Plasmodium Falciparum Infection; Malaria,348,VRC-MALMAB0100-00-AB (CIS43LS); Normal saline,303.8,-3.09,0.26,35.1,34.01,Low,Loser,Clinical Data,
NVS,2025-03-05,2025-03-05,NCT07235033,Platform Study to Evaluate the Efficacy and Safety of Anti-malarial Agents in Participants With Uncomplicated Plasmodium Falciparum Malaria (Cohort B2),PHASE2,Novartis Pharmaceuticals,Uncomplicated Plasmodium Falciparum Malaria,60,Cipargamin; SoC (Coartem); KLU156,,0.41,1.3,107.42,107.87,Low,Gainer,Clinical Data,
TRVI,2025-04-24,2025-04-24,NCT05964335,Cough Reduction in IPF With Nalbuphine ER,PHASE2,Trevi Therapeutics,Idiopathic Pulmonary Fibrosis,165,NAL ER; Placebo; NAL ER,1528.5,1.28,3.19,6.27,6.35,Low,Gainer,Clinical Data,
NVS,2024-10-27,2024-10-28,NCT06097663,"A Study to Investigate the Efficacy, Safety, and Tolerability of DFV890 and MAS825 for Inflammatory Marker Reduction in Adult Participants With Coronary Heart Disease and Clonal Hematopoiesis of Indeterminate Potential (CHIP)",PHASE2,Novartis Pharmaceuticals,Coronary Heart Disease; Clonal Hematopoiesis of Indeterminate Potential (CHIP),31,MAS825; MAS825 Placebo; DFV890,,1.62,-2.86,109.71,111.48,Low,Gainer,Clinical Data,
NRC,2024-07-22,2024-07-22,NCT05371054,"Study of VIP152, Venetoclax, and Prednisone (VVIP) in Relapsed/Refractory Lymphoid Malignancies",PHASE1/PHASE2,National Cancer Institute (NCI),Lymphoma; Non-Hodgkin Lymphoma; NHL; Hematologic Malignancies; Lymphoid Malignancies,8,Vysis LSI MYC Break Apart Rearrangement Probe Kit; Venetoclax; VIP152,303.8,3.31,4.46,22.49,23.23,Low,Gainer,Clinical Data,
VSTM,2023-08-29,2023-08-29,NCT04620330,"A Study of Avutometinib (VS-6766) + Defactinib in Recurrent KRAS G12V, Other KRAS and BRAF Non-Small Cell Lung Cancer",PHASE2,"Verastem, Inc.",Non Small Cell Lung Cancer; KRAS Activating Mutation,90,avutometinib (VS-6766); avutometinib (VS-6766) and Defactinib,430.8,-1.8,0.0,9.98,9.8,Low,Loser,Clinical Data,
NRC,2021-04-30,2021-04-30,NCT04258956,A Study of Avelumab In Combination With Axitinib in Patients With Unresectable/Metastatic Gastrointestinal Stromal Tumor After Failure of Standard Therapy,PHASE2,Maria Sklodowska-Curie National Research Institute of Oncology,Gastrointestinal Stromal Tumors,58,Axitinib,303.8,1.71,2.2,44.91,45.67,Low,Gainer,Clinical Data,
SNY,2024-08-22,2024-08-22,NCT05849922,A Study to Test the Efficacy and Safety of SAR442970 in Adults With Hidradenitis Suppurativa,PHASE2,Sanofi,Hidradenitis Suppurativa,86,SAR442970; Placebo,,0.02,1.79,52.88,52.89,Low,Gainer,Clinical Data,
NRC,2016-12-31,2017-01-03,NCT00381641,Sunitinib Malate in Treating Patients With Thyroid Cancer That Did Not Respond to Iodine I 131 and Cannot Be Removed by Surgery,PHASE2,National Cancer Institute (NCI),Differentiated Thyroid Gland Carcinoma; Recurrent Thyroid Gland Carcinoma; Refractory Thyroid Gland Carcinoma; Stage III Thyroid Gland Follicular Carcinoma AJCC v7; Stage III Thyroid Gland Medullary Carcinoma AJCC v7; Stage IV Thyroid Gland Follicular Carcinoma AJCC v7; Stage IV Thyroid Gland Medullary Carcinoma AJCC v7; Stage IV Thyroid Gland Papillary Carcinoma AJCC v7; Stage IVA Thyroid Gland Follicular Carcinoma AJCC v7; Stage IVA Thyroid Gland Medullary Carcinoma AJCC v7; Stage IVA Thyroid Gland Papillary Carcinoma AJCC v7; Stage IVB Thyroid Gland Follicular Carcinoma AJCC v7; Stage IVB Thyroid Gland Medullary Carcinoma AJCC v7; Stage IVB Thyroid Gland Papillary Carcinoma AJCC v7; Stage IVC Thyroid Gland Follicular Carcinoma AJCC v7; Stage IVC Thyroid Gland Medullary Carcinoma AJCC v7; Stage IVC Thyroid Gland Papillary Carcinoma AJCC v7; Thyroid Gland Oncocytic Carcinoma; Unresectable Thyroid Gland Carcinoma,63,Laboratory Biomarker Analysis; Pharmacogenomic Study; Sunitinib,303.8,-1.05,1.05,15.82,15.66,Low,Loser,Clinical Data,
AZN,2025-11-21,2025-11-21,NCT06579092,Effects of AZD5004 in Adults Who Are Living With Obesity or Overweight With at Least 1 Weight-related Comorbidity,PHASE2,AstraZeneca,Obesity or Overweight,310,AZD5004; Placebo,,2.62,3.2,175.53,180.12,Low,Gainer,Clinical Data,
SNY,2024-06-06,2024-06-06,NCT05305989,Extended Treatment and Follow-up of Subjects Treated With Belumosudil in Study KD025-208 or Study KD025-213,PHASE2,"Kadmon, a Sanofi Company",Chronic Graft-versus-host-disease,23,Belumosudil 200 mg QD; Belumosudil 200 mg BID; Belumosudil 400 mg QD,,0.77,-0.31,47.05,47.41,Low,Gainer,Clinical Data,
NRC,2024-06-02,2024-06-03,NCT05400655,Anti-malaria MAb in Kenyan Children,PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),Plasmodium Falciparum Infection; Malaria,912,L9LS; Placebo,303.8,-0.68,-0.46,26.69,26.51,Low,Loser,Clinical Data,
ALDX,2023-06-23,2023-06-23,NCT05392179,A Study in Subjects With Retinitis Pigmentosa,PHASE2,"Aldeyra Therapeutics, Inc.",Retinitis Pigmentosa,8,ADX-2191; ADX-2191,328.5,-8.26,-3.1,7.75,7.11,Medium,Loser,Clinical Data,
AMLX,2022-12-30,2022-12-30,NCT04516096,A Compassionate Use Protocol of AMX0035 for Treatment of Patients With Amyotrophic Lateral Sclerosis (ALS),PHASE2/PHASE3,Amylyx Pharmaceuticals Inc.,Amyotrophic Lateral Sclerosis,28,AMX0035,1666.0,3.13,0.42,35.83,36.95,Low,Gainer,Clinical Data,
NAMS,2023-03-24,2023-03-24,NCT05421078,A Dose-Finding Study in Japanese Patients to Evaluate the Effect of Obicetrapib as an Adjunct to Stable Statin Therapy.,PHASE2,NewAmsterdam Pharma,Dyslipidemia; Hypercholesterolemia; High Cholesterol,102,Obicetrapib; Placebo,4077.0,2.55,0.52,13.35,13.69,Low,Gainer,Clinical Data,
NRC,2014-03-27,2014-03-27,NCT01349959,Azacitidine and Entinostat in Treating Patients With Advanced Breast Cancer,PHASE2,National Cancer Institute (NCI),Male Breast Carcinoma; Recurrent Breast Carcinoma; Stage IIIC Breast Cancer AJCC v7; Stage IV Breast Cancer AJCC v6 and v7; Triple-Negative Breast Carcinoma,58,Azacitidine; Entinostat; Laboratory Biomarker Analysis,303.8,-3.07,-2.95,13.21,12.8,Low,Loser,Clinical Data,
MRK,2023-03-23,2023-03-23,NCT04254978,Study of Bomedemstat in Participants With Essential Thrombocythemia (IMG-7289-CTP-201/MK-3543-003),PHASE2,"Imago BioSciences, Inc., a subsidiary of Merck & Co., Inc., (Rahway, New Jersey USA)",Essential Thrombocythemia,73,Bomedemstat,,-0.16,0.38,95.94,95.78,Low,Loser,Clinical Data,
NRC,2022-10-22,2022-10-24,NCT03255018,"Pembrolizumab in Relapsed and Refractory Gray-Zone Lymphoma (GZL), Primary Central Nervous System Lymphoma (PCNSL), and Other Extranodal Diffuse Large B-cell Lymphomas",PHASE2,National Cancer Institute (NCI),Non-Hodgkin Lymphoma; Lymphoma; Diffuse Large B-Cell Lymphoma; Gray-zone Lymphoma; Primary Central Nervous System Lymphoma,12,Pembrolizumab,303.8,0.17,-0.84,37.14,37.21,Low,Gainer,Clinical Data,
NRC,2025-04-22,2025-04-22,NCT03141060,"Evaluating the Pharmacokinetics, Safety, and Tolerability of Delamanid in Combination With Optimized Multidrug Background Regimen (OBR) for Multidrug-Resistant Tuberculosis (MDR-TB) in HIV-Infected and HIV-Uninfected Children With MDR-TB",PHASE1/PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),Tuberculosis; HIV Infections,37,Delamanid; Optimized multidrug background regimen (OBR) for children with MDR-TB,303.8,5.53,4.94,9.88,10.43,Medium,Gainer,Clinical Data,
PFE,2020-08-10,2020-08-10,NCT03909971,A Study of Lorlatinib in ALK Inhibitor-Treated ALK-Positive NSCLC in China,PHASE2,Pfizer,"Carcinoma, Non-Small-Cell Lung",109,Lorlatinib,,-0.16,-1.72,27.83,27.78,Low,Loser,Clinical Data,
NRC,2024-03-12,2024-03-12,NCT05302921,Neoadjuvant Dual Checkpoint Inhibition and Cryoablation in Relapsed/Refractory Pediatric Solid Tumors,PHASE2,Children's National Research Institute,Osteosarcoma; Ewing Sarcoma; Rhabdomyosarcoma; Relapsed Pediatric Solid Tumor; Refractory Pediatric Solid Tumor; Melanoma; Hepatoblastoma; Hepatocellular Carcinoma; Neuroblastoma; Wilms Tumor,5,Cryoablation Therapy; Nivolumab; Ipilimumab,303.8,-0.37,-0.42,38.14,38.0,Low,Loser,Clinical Data,
NVS,2025-10-15,2025-10-15,NCT03874858,A Study of Full Treatment-free Remission in Patients With Chronic Myeloid Leukemia,PHASE2,Novartis Pharmaceuticals,Chronic Myeloid Leukemia,124,Nilotinib; Nilotinib; Asciminib,,-0.22,0.39,130.26,129.97,Low,Loser,Clinical Data,
PTGX,2023-03-15,2023-03-15,NCT04767802,PTG-300 in Patients With Polycythemia Vera and Elevated Hematocrit,PHASE2,"Protagonist Therapeutics, Inc.",Polycythemia Vera,20,PTG-300,5756.4,-4.87,-8.43,25.28,24.05,Low,Loser,Clinical Data,
IONS,2025-01-24,2025-01-24,NCT04307381,An Extension Study of Donidalorsen (IONIS-PKK-LRx) in Participants With Hereditary Angioedema,PHASE2,"Ionis Pharmaceuticals, Inc.",Hereditary Angioedema,20,Donidalorsen,,0.84,-1.19,34.46,34.75,Low,Gainer,Clinical Data,
AZN,2024-03-27,2024-03-27,NCT04986202,Study to Evaluate the Efficacy and Safety of AZD4831 in Participants With Heart Failure With Left Ventricular Ejection Fraction > 40%,PHASE2/PHASE3,AstraZeneca,Heart Failure With Preserved Ejection Fraction,711,AZD4831; Placebo,,2.91,2.14,127.76,131.48,Low,Gainer,Clinical Data,
SPRY,2024-02-02,2024-02-02,NCT05363670,Administration of ARS-1 or Albuterol in Subjects With Persistent Asthma,PHASE2,"ARS Pharmaceuticals, Inc.",Asthma,18,ARS-1; Albuterol MDI; Placebo,917.3,-0.78,-0.47,6.4,6.35,Low,Loser,Clinical Data,
PFE,2024-03-13,2024-03-13,NCT05546476,"Study of the Efficacy and Safety of Ponsegromab in Patients With Cancer, Cachexia and Elevated GDF-15",PHASE2,Pfizer,Non-small Cell Lung Cancer; Pancreatic Cancer; Colorectal Cancer; Loss of Appetite; Fatigue; Cachexia,187,ponsegromab; Placebo for ponsegromab,,0.75,0.43,24.57,24.76,Low,Gainer,Clinical Data,
SRPT,2020-12-08,2020-12-08,NCT03769116,"A Randomized, Double-blind, Placebo-controlled Study of Delandistrogene Moxeparvovec (SRP-9001) for Duchenne Muscular Dystrophy (DMD)",PHASE1/PHASE2,"Sarepta Therapeutics, Inc.","Muscular Dystrophy, Duchenne",41,delandistrogene moxeparvovec; placebo,1756.2,3.81,5.46,151.05,156.81,Low,Gainer,Clinical Data,
NRC,2019-09-12,2019-09-12,NCT01935934,Cabozantinib S-Malate in Treating Patients With Recurrent or Metastatic Endometrial Cancer,PHASE2,National Cancer Institute (NCI),Endometrial Adenosquamous Carcinoma; Endometrial Clear Cell Adenocarcinoma; Endometrial Mixed Cell Adenocarcinoma; Endometrial Serous Adenocarcinoma; Metastatic Endometrioid Adenocarcinoma; Recurrent Malignant Uterine Corpus Neoplasm; Stage IV Uterine Corpus Carcinoma or Carcinosarcoma by AJCC v7 Stage; Stage IVA Uterine Corpus Carcinoma or Carcinosarcoma by AJCC v7 Stage; Stage IVB Uterine Corpus Carcinoma or Carcinosarcoma by AJCC v7 Stage; Uterine Corpus Carcinosarcoma,102,Cabozantinib S-malate; Laboratory Biomarker Analysis; Pharmacological Study,303.8,0.75,0.46,53.8,54.2,Low,Gainer,Clinical Data,
PFE,2024-01-01,2024-01-02,NCT05886777,"A Study to Learn About Two or More Vaccines That Are Put Together as One Shot Against Infectious Lung Illnesses, Including COVID-19 and Respiratory Syncytial Virus (RSV).",PHASE2,Pfizer,Healthy Participants,1142,Combination [RSVpreF+BNTb162b2]; Bivalent BNT162b2 (original/Omi BA.4/BA.5); RSVpreF,,3.27,3.27,24.88,25.7,Low,Gainer,Clinical Data,
NRC,2024-02-28,2024-02-28,NCT05518487,COVID Protection After Transplant - Sanofi GSK (CPAT-SG) Study,PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),COVID-19; Kidney Transplant,15,Sanofi-GSK monovalent (B.1.351) CoV2 preS dTM-AS03 COVID-19 vaccine,303.8,0.17,-1.37,38.75,38.81,Low,Gainer,Clinical Data,
INDV,2025-09-29,2025-09-29,NCT06384157,Proof of Concept and Dose-ranging Study of INDV-2000 in Individuals With Moderate to Severe Opioid Use Disorder,PHASE2,Indivior Inc.,Opioid Use Disorder,300,INDV-2000; Placebo,4090.8,0.75,0.79,23.92,24.1,Low,Gainer,Clinical Data,
NRC,2024-12-06,2024-12-06,NCT04409600,Comparison of Non-Surgical Treatment Options for Chronic Exertional Compartment Syndrome (CECS),PHASE2,Walter Reed National Military Medical Center,Chronic Exertional Compartment Syndrome,46,Supervised Gait Retraining; Home Based Gait Retraining; Saline Injection,303.8,-1.25,1.4,18.48,18.25,Low,Loser,Clinical Data,
REGN,2025-06-02,2025-06-02,NCT05353166,REGN5381 in Heart Failure Adult Participants With Elevated Pulmonary Capillary Wedge Pressure,PHASE2,Regeneron Pharmaceuticals,Heart Failure,59,REGN5381; Matching Placebo,,0.11,-0.49,488.34,488.86,Low,Gainer,Clinical Data,
SLN,2024-01-11,2024-01-11,NCT05537571,Evaluate SLN360 in Participants With Elevated Lipoprotein(a) at High Risk of Atherosclerotic Cardiovascular Disease Events,PHASE2,Silence Therapeutics plc,Cardiovascular Diseases; Atherosclerosis; Lipoprotein(a),180,SLN360; Placebo,257.0,-4.71,-3.01,18.25,17.39,Low,Loser,Clinical Data,
ABVX,2023-01-23,,NCT04049448,Study Evaluating the Long-Term Safety and Efficacy of ABX464 in Patients With Moderate to Severe Rheumatoid Arthritis,PHASE2,Abivax S.A.,Rheumatoid Arthritis,40,ABX464,9589.9,,,,,Unknown,Loser,Clinical Data,Insufficient price data
NVS,2024-08-13,2024-08-13,NCT04546633,"Efficacy, Safety and Tolerability of KAF156 in Combination With Lumefantrine Solid Dispersion Formulation (LUM-SDF) in Pediatric Population With Uncomplicated Plasmodium Falciparum Malaria",PHASE2,Novartis Pharmaceuticals,Uncomplicated Plasmodium Falciparum Malaria,295,KAF156; LUM-SDF; Coartem,,1.0,1.89,107.42,108.49,Low,Gainer,Clinical Data,
IBRX,2025-02-15,2025-02-18,NCT05304936,HCW9218 for Advanced Pancreatic Cancer,PHASE1/PHASE2,"ImmunityBio, Inc.",Advanced Pancreatic Carcinoma,21,HCW9218,9633.0,-7.46,7.73,3.62,3.35,Medium,Loser,Clinical Data,
BMY,2024-08-22,2024-08-22,NCT04349267,Study of BMS-986315 Alone and in Combination With Nivolumab or Cetuximab in Participants With Advanced Solid Tumors,PHASE1/PHASE2,Bristol-Myers Squibb,Advanced Solid Tumor,44,BMS-986315; nivolumab; cetuximab,,-1.69,-0.68,45.1,44.34,Low,Loser,Clinical Data,
AVTX,2023-05-11,2023-05-11,NCT05288504,A Study to Evaluate the Safety and Efficacy of AVTX-002 for the Treatment of Poorly Controlled Non-Eosinophilic Asthma.,PHASE2,"Avalo Therapeutics, Inc.",Non-Eosinophilic Asthma,91,AVTX-002; Placebo,324.0,-2.64,-0.2,591.6,576.0,Low,Loser,Clinical Data,
ENTA,2025-06-23,2025-06-23,NCT05568706,A Study of EDP-938 in Non-hospitalized Adults With RSV Who Are at High Risk for Complications.,PHASE2,"Enanta Pharmaceuticals, Inc",RSV Infection,186,EDP-938; Placebo,415.0,-0.84,1.95,7.18,7.12,Low,Loser,Clinical Data,
AZN,2025-04-18,2025-04-21,NCT06692764,A Study to Assess the Effect of AZD0780 on Ambulatory Blood Pressure,PHASE2,AstraZeneca,Atherosclerotic Cardiovascular Disease,202,Placebo; AZD0780,,-1.02,0.41,132.86,131.5,Low,Loser,Clinical Data,
SRPT,2023-04-25,2023-04-25,NCT03375164,A Gene Transfer Therapy Study to Evaluate the Safety of Delandistrogene Moxeparvovec (SRP-9001) in Participants With Duchenne Muscular Dystrophy (DMD),PHASE1/PHASE2,"Sarepta Therapeutics, Inc.",Duchenne Muscular Dystrophy,4,delandistrogene moxeparvovec,1756.2,-2.67,-3.47,126.68,123.3,Low,Loser,Clinical Data,
SNY,2023-08-10,2023-08-10,NCT04398706,Study of a Pneumococcal Conjugate Vaccine When Administered Concomitantly With Routine Pediatric Vaccines in Healthy Toddlers and Infants,PHASE2,"Sanofi Pasteur, a Sanofi Company",Pneumococcal Immunisation; Diphtheria Immunisation; Tetanus Immunisation; Pertussis Immunisation; Hepatitis B Immunisation; Haemophilus Influenzae Type b Immunisation; Polio Immunisation; Measles Immunisation; Rubella Immunisation; Varicella Immunisation; Mumps Immunisation,852,Pneumococcal Conjugate Vaccine formulation 1; Pneumococcal Conjugate Vaccine formulation 2; Pneumococcal Conjugate Vaccine formulation 3,,0.88,0.58,48.89,49.32,Low,Gainer,Clinical Data,
NRC,2024-02-11,2024-02-12,NCT05816330,L9LS MAb in Malian Adults,PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),Plasmodium Falciparum Infection; Malaria,490,L9LS (VRC-MALMAB0114-00-AB); Placebo,303.8,1.35,-2.42,36.46,36.95,Low,Gainer,Clinical Data,
RCKT,2023-09-12,2023-09-12,NCT03812263,A Clinical Trial to Evaluate the Safety and Efficacy of RP-L201 in Subjects With Leukocyte Adhesion Deficiency-I,PHASE1/PHASE2,Rocket Pharmaceuticals Inc.,Leukocyte Adhesion Defect - Type I,9,RP-L201,542.2,-1.55,36.7,15.53,15.29,Low,Loser,Clinical Data,
AZN,2023-05-30,2023-05-30,NCT04631016,"A Phase II, Randomized, Double-blind, Placebo-controlled Study to Assess MEDI3506 in Participants With COPD and Chronic Bronchitis",PHASE2,AstraZeneca,Chronic Obstructive Pulmonary Disease (COPD); Chronic Bronchitis,137,Tozorakimab; Placebo,,-1.5,0.77,136.67,134.62,Low,Loser,Clinical Data,
ABBV,2024-01-03,2024-01-03,NCT04451772,A Study of the Safety of Oral Elsubrutinib Capsules and Oral Upadacitinib Tablets Given Alone or in Combination (ABBV-599) for Adult Participants With Moderately to Severely Active Systemic Lupus Erythematosus to Assess Change in Disease State,PHASE2,AbbVie,Systemic Lupus Erythematosus (SLE),185,Elsubrutinib; Placebo for Elsubrutinib; Upadacitinib,,0.4,1.03,147.79,148.38,Low,Gainer,Clinical Data,
NVS,2025-07-24,2025-07-24,NCT04675931,"To Evaluate Efficacy, Safety, Tolerability and PK of Intravenous Cipargamin in Participants With Severe Plasmodium Falciparum Malaria",PHASE2,Novartis Pharmaceuticals,Severe Malaria,254,KAE609; IV Artesunate; Coartem,,-0.43,-0.23,117.97,117.46,Low,Loser,Clinical Data,
NRC,2022-11-18,2022-11-18,NCT03484819,Copanlisib Hydrochloride and Nivolumab in Treating Patients With Recurrent or Refractory Diffuse Large B-cell Lymphoma or Primary Mediastinal Large B-cell Lymphoma,PHASE2,National Cancer Institute (NCI),Recurrent Diffuse Large B-Cell Lymphoma; Recurrent Primary Mediastinal Large B-Cell Lymphoma; Refractory Diffuse Large B-Cell Lymphoma; Refractory Primary Mediastinal Large B-Cell Lymphoma,12,Copanlisib Hydrochloride; Nivolumab,303.8,-1.15,-1.33,34.3,33.91,Low,Loser,Clinical Data,
CMPX,2024-02-12,2024-02-12,NCT05312151,The Safety and Tolerability of COMP360 in Participants With Post-traumatic Stress Disorder,PHASE2,COMPASS Pathways,Post Traumatic Stress Disorder,22,Psilocybin,1004.9,3.18,-7.01,1.57,1.62,Low,Gainer,Clinical Data,
NRC,2024-12-31,2024-12-31,NCT03406299,Phase II Randomized Trial of SLOG vs GC in Locally Advanced or Metastatic Biliary Tract Cancer,PHASE2,"National Health Research Institutes, Taiwan",Biliary Tract Neoplasms,92,Tegafur; Leucovorin; Oxaliplatin,303.8,1.32,-0.69,16.84,17.06,Low,Gainer,Clinical Data,
NRC,2019-12-24,2019-12-24,NCT02876328,Partnership for Research on Ebola VACcinations,PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),Ebola Virus Disease,4789,Ad26.ZEBOV; MVA-BN-Filo; rVSVΔG-ZEBOV-GP,303.8,0.52,0.22,59.12,59.43,Low,Gainer,Clinical Data,
