ticker,event_date,event_type,move_pct,price_at_event,catalyst_type,catalyst_summary,drug_name,nct_id,indication,phase,is_pivotal,pivotal_evidence,press_release_url,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,cash_runway_months,short_percent,institutional_ownership,analyst_target,analyst_rating,data_quality_score,errors,timestamp,data_quality_threshold_passed,is_valid_date,atr_pct,normalized_move,move_magnitude,avg_daily_move,move_class_abs,move_class_norm,move_class_combo,event_trading_date,title,sponsor,conditions,enrollment,interventions,move_2d_pct,price_before,price_after,move_class,price_error,close,volume,abs_move,atr_value,stock_relative_move
LLY,2024-04-10,Gainer,0.63,,Clinical Data,,,NCT05362058,,PHASE3,,,,,,"A Phase 3, Parallel-Design, Open-Label, Randomized Control Study to Evaluate the Efficacy and Safety of LY3209590 as a Weekly Basal Insulin Compared to Insulin Degludec in Insulin Naïve Adults With Type 2 Diabetes",PHASE3,928.0,Diabetes; Type 2 Diabetes,COMPLETED,Eli Lilly and Company,RANDOMIZED,2024-04-10,992402.6,1051.99,7268.0,,0.75,84.7,1214.3448,buy,,,,False,,2.17,0.29,,0.87,VeryLow,Noise,Low,2024-04-10,A Study of Insulin Efsitora Alfa (LY3209590) Compared to Degludec in Adults With Type 2 Diabetes Who Are Starting Basal Insulin for the First Time,Eli Lilly and Company,Diabetes; Type 2 Diabetes,928.0,Insulin Efsitora Alfa; Insulin Degludec,0.31,746.82,751.5,Low,,,,,,Low
ALVO,2024-03-04,Gainer,1.52,,Clinical Data,,,NCT05842213,,PHASE3,,,,,,"Randomized, Double-blind, 2-arm Multicenter Study to Investigate the Efficacy, Safety and Immunogenicity Between Subcutaneous AVT05 and EU-approved Simponi® in Subjects with Moderate to Severe Rheumatoid Arthritis",PHASE3,502.0,Rheumatoid Arthritis,COMPLETED,Alvotech Swiss AG,RANDOMIZED,2024-03-04,1243.3,3.99,42.8,19.0,2.1,5.8,18.83333,buy,,,,False,,3.71,0.41,,1.79,VeryLow,Noise,Low,2024-03-04,"Comparative, Multicenter Study in Subjects with Rheumatoid Arthritis, ALVOFLEX",Alvotech Swiss AG,Rheumatoid Arthritis,502.0,AVT05 (proposed biosimilar to golimumab); Simponi (Golimumab),2.54,15.76,16.0,Low,,,,,,Low
LLY,2025-06-12,Gainer,0.42,,Clinical Data,,,NCT04255433,,PHASE3,,,,,,The Effect of Tirzepatide Versus Dulaglutide on Major Adverse Cardiovascular Events in Patients With Type 2 Diabetes (SURPASS-CVOT),PHASE3,13299.0,Type 2 Diabetes Mellitus,COMPLETED,Eli Lilly and Company,RANDOMIZED,2025-06-12,992402.6,1051.99,7268.0,,0.75,84.7,1214.3448,buy,,,,False,,2.19,0.19,,1.58,VeryLow,Noise,Low,2025-06-12,A Study of Tirzepatide (LY3298176) Compared With Dulaglutide on Major Cardiovascular Events in Participants With Type 2 Diabetes,Eli Lilly and Company,Type 2 Diabetes Mellitus,13299.0,Tirzepatide; Dulaglutide,1.33,804.31,807.71,Low,,,,,,Low
BMY,2023-09-28,Gainer,0.43,,Clinical Data,,,NCT03138512,,PHASE3,,,,,,"A Phase 3 Randomized, Double-Blind Study of Nivolumab Monotherapy or Nivolumab Combined With Ipilimumab vs Placebo in Participants With Localized Renal Cell Carcinoma Who Underwent Radical or Partial Nephrectomy and Who Are at High Risk of Relapse",PHASE3,1641.0,"Carcinoma, Renal Cell",COMPLETED,Bristol-Myers Squibb,RANDOMIZED,2023-09-28,127014.9,62.37,10673.0,,1.56,82.9,62.16,hold,,,,False,,1.47,0.29,,0.77,VeryLow,Noise,Low,2023-09-28,"A Study Comparing Nivolumab, Nivolumab in Combination With Ipilimumab and Placebo in Participants With Localized Kidney Cancer Who Underwent Surgery to Remove Part of a Kidney",Bristol-Myers Squibb,"Carcinoma, Renal Cell",1641.0,nivolumab; ipilimumab; nivolumab placebo,0.26,51.36,51.58,Low,,,,,,Low
ACHV,2023-03-21,Loser,0.0,,Clinical Data,,,NCT05206370,,PHASE3,,,,,,"A Second Multicenter, Double-blind, Randomized, Placebo-controlled Phase 3 Trial Evaluating the Efficacy and Safety of Cytisinicline in Adult Smokers",PHASE3,792.0,Smoking Cessation,COMPLETED,Achieve Life Sciences,RANDOMIZED,2023-03-21,242.7,4.56,48.1,14.0,14.83,46.9,15.375,none,,,,False,,7.95,0.0,,3.38,VeryLow,Noise,Low,2023-03-21,A Second Study of Cytisinicline for Smoking Cessation in Adult Smokers,Achieve Life Sciences,Smoking Cessation,792.0,Cytisinicline; Placebo; Behavioral support,7.31,4.38,4.38,Low,,,,,,Low
VRDN,2025-04-25,Loser,-0.44,,Clinical Data,,,NCT06179875,,PHASE3,,,,,,An Open-label Study for Participants Who Are Non-responders at the End of Treatment Assessment on the VRDN-001-101 and VRDN-001-301 Pivotal Studies,PHASE3,143.0,Thyroid Eye Disease,COMPLETED,"Viridian Therapeutics, Inc.",,2025-04-25,2804.1,29.38,874.7,37.0,8.44,116.8,41.76471,strong_buy,,,,False,,9.02,0.05,,4.26,VeryLow,Noise,Low,2025-04-25,An Open-label Study (OLE) for Non-responders of VRDN-001-101 and VRDN-001-301,"Viridian Therapeutics, Inc.",Thyroid Eye Disease,143.0,Intervention/Treatment,-0.22,13.56,13.5,Low,,,,,,Low
ABBV,2023-04-13,Gainer,1.13,,Clinical Data,,,NCT04472598,,PHASE3,,,,,,"A Randomized, Double-Blind, Placebo-Controlled, Phase 3 Study Of Navitoclax In Combination With Ruxolitinib Versus Ruxolitinib In Subjects With Myelofibrosis (TRANSFORM-1)",PHASE3,252.0,Myelofibrosis (MF),COMPLETED,AbbVie,RANDOMIZED,2023-04-13,410356.6,232.08,5257.0,,1.29,76.4,248.68967,buy,,,,False,,1.4,0.81,,0.65,VeryLow,Noise,Low,2023-04-13,Study of Oral Navitoclax Tablet In Combination With Oral Ruxolitinib Tablet When Compared With Oral Ruxolitinib Tablet To Assess Change In Spleen Volume In Adult Participants With Myelofibrosis,AbbVie,Myelofibrosis (MF),252.0,Navitoclax; Ruxolitinib; Placebo for Navitoclax,0.44,145.68,147.32,Low,,,,,,Low
AZN,2024-03-26,Gainer,0.71,,Clinical Data,,,NCT05573464,,PHASE3,,,,,,"A Randomized, Double-Blind, 12-Week (With an Extension to 52 Weeks in a Subset of Participants), Multi-Center Study to Assess the Safety of Budesonide, Glycopyrronium, and Formoterol Fumarate (BGF) Delivered by MDI HFO Compared to BGF Delivered by MDI HFA in Participants With Moderate to Very Severe Chronic Obstructive Pulmonary Disease (COPD)",PHASE3,559.0,Chronic Obstructive Pulmonary Disease (COPD),COMPLETED,AstraZeneca,RANDOMIZED,2024-03-26,323156.6,208.45,5719.0,,0.16,26.6,164.65556,buy,,,,False,,1.26,0.56,,0.71,VeryLow,Noise,Low,2024-03-26,A Study to Assess the Safety of Budesonide/Glycopyrronium/Formoterol Fumarate With a Next-Generation Propellant in Participants With Moderate to Very Severe Chronic Obstructive Pulmonary Disease,AstraZeneca,Chronic Obstructive Pulmonary Disease (COPD),559.0,BGF MDI HFO 320/14.4/9.6 μg; BGF MDI HFA 320/14.4/9.6 μg,3.64,126.86,127.76,Low,,,,,,Low
ABBV,2019-04-05,Gainer,0.77,,Clinical Data,,,NCT02163694,,PHASE3,,,,,,"A Phase 3 Randomized, Placebo-Controlled Trial of Carboplatin and Paclitaxel With or Without the PARP Inhibitor Veliparib (ABT-888) in HER2-Negative Metastatic or Locally Advanced Unresectable BRCA-Associated Breast Cancer",PHASE3,513.0,Metastatic Breast Cancer,COMPLETED,AbbVie,RANDOMIZED,2019-04-05,410356.6,232.08,5257.0,,1.29,76.4,248.68967,buy,,,,False,,1.98,0.39,,0.85,VeryLow,Noise,Low,2019-04-05,"A Phase 3 Randomized, Placebo-controlled Trial of Carboplatin and Paclitaxel With or Without Veliparib (ABT-888) in HER2-negative Metastatic or Locally Advanced Unresectable BRCA-associated Breast Cancer",AbbVie,Metastatic Breast Cancer,513.0,Veliparib Placebo; Veliparib; Carboplatin,1.41,61.37,61.84,Low,,,,,,Low
MRK,2021-05-19,Loser,-0.03,,Clinical Data,,,NCT04676412,,PHASE3,,,,,,"A Phase 3, Randomized, Double-blind Trial of Pembrolizumab (MK-3475) With or Without Lenvatinib (E7080/MK-7902) in Participants With Treatment-naïve, Metastatic Nonsmall Cell Lung Cancer (NSCLC) Whose Tumors Have a Tumor Proportion Score (TPS) Greater Than or Equal to 1% (LEAP-007)",PHASE3,107.0,Non-small Cell Lung Cancer,COMPLETED,Merck Sharp & Dohme LLC,RANDOMIZED,2021-05-19,306131.6,123.82,14565.0,,1.26,81.3,127.17857,buy,,,,False,,1.94,0.02,,1.04,VeryLow,Noise,Low,2021-05-19,Efficacy and Safety Study of Pembrolizumab (MK-3475) With or Without Lenvatinib (MK-7902/E7080) in Adults With Programmed Cell Death-Ligand 1 (PD-L1)-Positive Treatment-naïve Nonsmall Cell Lung Cancer (NSCLC) [MK-7902-007/E7080-G000-314/LEAP-007] - China Extension Study,Merck Sharp & Dohme LLC,Non-small Cell Lung Cancer,107.0,Pembrolizumab; Lenvatinib; Placebo for lenvatinib,0.35,65.19,65.18,Low,,,,,,Low
NRC,2023-01-12,Gainer,0.41,,Clinical Data,,,NCT02980276,,PHASE3,,,,,,A Randomised Placebo Controlled Trial of the Effectiveness of Early MEtformin in Addition to Usual Care in the Reduction of Gestational Diabetes Mellitus Effects (EMERGE),PHASE3,535.0,Gestational Diabetes,COMPLETED,"National University of Ireland, Galway, Ireland",RANDOMIZED,2023-01-12,303.8,13.41,4.1,,16.98,48.4,,none,,,,False,,3.8,0.11,,1.57,VeryLow,Noise,Low,2023-01-12,RCT Metformin for Reduction of Gestational Diabetes Mellitus Effects,"National University of Ireland, Galway, Ireland",Gestational Diabetes,535.0,Metformin Hydrochloride; Placebo,1.36,38.32,38.47,Low,,,,,,Low
SNY,2024-08-31,Gainer,2.26,,Clinical Data,,,NCT04904549,,PHASE3,,,,,,"A Parallel-group, Phase III, Multi-stage, Modified Double-blind, Multi-armed Study to Assess the Efficacy, Safety, and Immunogenicity of Two SARS-CoV-2 Adjuvanted Recombinant Protein Vaccines (Monovalent and Bivalent) for Prevention Against COVID-19 in Adults 18 Years of Age and Older as a Primary Series and Open-label Extension to Assess Immunogenicity, Safety, Efficacy of a Monovalent Booster Dose of SARS-CoV2 Adjuvanted Recombinant Protein Vaccine",PHASE3,23726.0,COVID-19,COMPLETED,"Sanofi Pasteur, a Sanofi Company",RANDOMIZED,2024-08-31,117517.7,48.66,7674.0,,0.37,9.3,57.67778,buy,,,,False,,1.1,2.05,,0.67,VeryLow,Low,Low,2024-09-03,Study of Monovalent and Bivalent Recombinant Protein Vaccines Against COVID-19 in Adults 18 Years of Age and Older,"Sanofi Pasteur, a Sanofi Company",COVID-19,23726.0,SARS-CoV-2 adjuvanted recombinant protein vaccine (monovalent D614) (primary series); SARS-CoV-2 adjuvanted recombinant protein vaccine (bivalent D614 + B.1.351) (primary series); Placebo,4.03,53.87,55.09,Low,,,,,,Low
ABBV,2023-06-26,Loser,-0.71,,Clinical Data,,,NCT05248893,,PHASE3,,,,,,"A Phase 3, Multicenter, Open-label Study to Evaluate the Safety of AGN-151586 for the Treatment of Glabellar Lines",PHASE3,986.0,Glabellar Lines,COMPLETED,AbbVie,,2023-06-26,410356.6,232.08,5257.0,,1.29,76.4,248.68967,buy,,,,False,,1.78,0.4,,1.02,VeryLow,Noise,Low,2023-06-26,A Study to Assess Adverse Events of Intramuscular AGN-151586 Injection in Adult Participants With Glabellar Lines,AbbVie,Glabellar Lines,986.0,AGN-151586,-2.44,123.08,122.2,Low,,,,,,Low
GILD,2025-07-04,Gainer,0.03,,Clinical Data,,,NCT04527991,,PHASE3,,,,,,A Randomized Open-Label Phase III Study of Sacituzumab Govitecan Versus Treatment of Physician's Choice in Subjects With Metastatic or Locally Advanced Unresectable Urothelial Cancer,PHASE3,712.0,Locally Advanced or Metastatic Unresectable Urothelial Cancer,COMPLETED,Gilead Sciences,RANDOMIZED,2025-07-04,184909.6,148.95,9613.0,,1.76,92.5,156.59259,buy,,,,False,,2.38,0.01,,1.22,VeryLow,Noise,Low,2025-07-07,Study of Sacituzumab Govitecan Versus Physician's Choice of Treatment in Participants With Urothelial Cancer That Cannot Be Removed or Has Spread,Gilead Sciences,Locally Advanced or Metastatic Unresectable Urothelial Cancer,712.0,Sacituzumab Govitecan-hziy; Paclitaxel; Docetaxel,-0.62,110.25,110.28,Low,,,,,,Low
ORGO,2025-08-15,Gainer,0.64,,Clinical Data,,,NCT06000410,,PHASE3,,,,,,"A Phase 3 Prospective, Multicenter, Double-blind, Randomized, Placebo-controlled Study to Evaluate the Efficacy of Amniotic Suspension Allograft (ASA) in Patients With Osteoarthritis of the Knee",PHASE3,594.0,Knee Osteoarthritis,COMPLETED,Organogenesis,RANDOMIZED,2025-08-15,407.4,3.21,95.9,111.0,29.93,54.9,8.0,strong_buy,,,,False,,6.31,0.1,,2.51,VeryLow,Noise,Low,2025-08-15,A Study to Evaluate the Efficacy of Amniotic Suspension Allograft in Patients With Osteoarthritis of the Knee,Organogenesis,Knee Osteoarthritis,594.0,Amniotic Suspension Allograft; Placebo,-2.55,4.7,4.73,Low,,,,,,Low
BMY,2024-10-25,Loser,-1.89,,Clinical Data,,,NCT02477826,,PHASE3,,,,,,"An Open-Label, Randomized Phase 3 Trial of Nivolumab, or Nivolumab Plus Ipilimumab, or Nivolumab Plus Platinum Doublet Chemotherapy Versus Platinum Doublet Chemotherapy in Subjects With Chemotherapy-Naïve Stage IV or Recurrent Non-Small Cell Lung Cancer (NSCLC)",PHASE3,2747.0,Non-Small Cell Lung Cancer,COMPLETED,Bristol-Myers Squibb,RANDOMIZED,2024-10-25,127014.9,62.37,10673.0,,1.56,82.9,62.16,hold,,,,False,,2.01,0.94,,1.0,VeryLow,Noise,Low,2024-10-25,"An Investigational Immuno-therapy Trial of Nivolumab, or Nivolumab Plus Ipilimumab, or Nivolumab Plus Platinum-doublet Chemotherapy, Compared to Platinum Doublet Chemotherapy in Patients With Stage IV Non-Small Cell Lung Cancer (NSCLC)",Bristol-Myers Squibb,Non-Small Cell Lung Cancer,2747.0,Nivolumab; Ipilimumab; Carboplatin,-0.53,49.83,48.88,Low,,,,,,Low
REGN,2025-04-18,Loser,-0.3,,Clinical Data,,,NCT03088540,,PHASE3,,,,,,"A Global, Randomised, Phase 3, Open-label Study of REGN2810 (ANTI-PD 1 Antibody) Versus Platinum Based Chemotherapy in First Line Treatment of Patients With Advanced or Metastatic PD L1+Non-small Cell Lung Cancer",PHASE3,712.0,"Carcinoma，Non-Small-Cell Lung; Lung Carcinomas, Non-Small-Cell; Non-small-cell Lung Carcinoma; Nonsmall Cell Lung Cancer",COMPLETED,Regeneron Pharmaceuticals,RANDOMIZED,2025-04-18,82638.0,781.67,8605.2,,2.05,90.9,869.96155,buy,,,,False,,5.13,0.06,,2.31,VeryLow,Noise,Low,2025-04-21,Study of REGN 2810 Compared to Platinum-Based Chemotherapies in Participants With Metastatic Non-Small Cell Lung Cancer (NSCLC),Regeneron Pharmaceuticals,"Carcinoma，Non-Small-Cell Lung; Lung Carcinomas, Non-Small-Cell; Non-small-cell Lung Carcinoma; Nonsmall Cell Lung Cancer",712.0,Pemetrexed; Paclitaxel; Gemcitabine,3.97,560.1,558.44,Low,,,,,,Low
AMGN,2025-02-27,Loser,-0.18,,Clinical Data,,,NCT05704738,,PHASE3,,,,,,"A Phase 3, Randomized, 52-week, Placebo-controlled, Double-blind Study With Re-randomization to Assess the Efficacy, Safety, and Tolerability of Rocatinlimab (AMG 451) in Adolescent Subjects With Moderate-to-severe Atopic Dermatitis (AD) (ROCKET-ASTRO)",PHASE3,532.0,Atopic Dermatitis,COMPLETED,Amgen,RANDOMIZED,2025-02-27,209244.5,388.16,9129.0,,2.69,85.0,350.0357,buy,,,,False,,2.43,0.07,,1.36,VeryLow,Noise,Low,2025-02-27,A Study to Evaluate Rocatinlimab (AMG 451) in Adolescent Participants With Moderate-to-severe Atopic Dermatitis (AD),Amgen,Atopic Dermatitis,532.0,Rocatinlimab; Placebo,0.55,297.06,296.52,Low,,,,,,Low
CYTK,2025-02-28,Loser,-3.06,,Clinical Data,,,NCT05767346,,PHASE3,,,,,,"A Phase 3, Multi-center, Randomized, Double-blind Trial to Evaluate the Efficacy and Safety of Aficamten Compared to Metoprolol in Adults With Symptomatic Obstructive Hypertrophic Cardiomyopathy",PHASE3,175.0,Obstructive Hypertrophic Cardiomyopathy (oHCM),COMPLETED,Cytokinetics,RANDOMIZED,2025-02-28,7607.3,62.22,882.2,,15.66,115.6,91.16667,buy,,Missing: opcf,,False,,6.28,0.49,,3.45,VeryLow,Noise,Low,2025-02-28,Phase 3 Trial to Evaluate the Efficacy and Safety of Aficamten Compared to Metoprolol Succinate in Adults With Symptomatic oHCM,Cytokinetics,Obstructive Hypertrophic Cardiomyopathy (oHCM),175.0,"Aficamten (CK-3773274) (5 mg, 10 mg, 15 mg and 20 mg); Placebo to match aficamten; Metoprolol succinate (50 mg, 100 mg, 150 mg and 200 mg)",-9.61,47.45,46.0,Low,,,,,,Low
SLNO,2023-08-17,Loser,-2.67,,Clinical Data,,,NCT03714373,,PHASE3,,,,,,"An Open-Label, Long-Term Safety and Efficacy Evaluation of Diazoxide Choline Extended-Release Tablets in Participants With Prader-Willi Syndrome With a Double-Blind, Placebo-Controlled, Randomized Withdrawal Period",PHASE3,115.0,Prader-Willi Syndrome,COMPLETED,"Soleno Therapeutics, Inc.",RANDOMIZED,2023-08-17,2098.5,39.07,305.5,,20.6,129.4,108.92308,strong_buy,,,,False,,6.98,0.38,,2.99,VeryLow,Noise,Low,2023-08-17,"Open-Label Extension Study of DCCR in PWS Followed by Double-Blind, Placebo-Controlled, Randomized Withdrawal Period","Soleno Therapeutics, Inc.",Prader-Willi Syndrome,115.0,DCCR; DCCR; Placebo for DCCR,-3.33,4.5,4.38,Low,,,,,,Low
RHHBY,2018-11-23,Gainer,0.1,,Clinical Data,,,NCT03084939,,PHASE3,,,,,,"A Randomized, Multicenter, Phase III Open-Label Study of the Efficacy and Safety of Trastuzumab Emtansine Versus Lapatinib Plus Capecitabine in Chinese Patients With HER2-Positive Locally Advanced or Metastatic Breast Cancer Who Have Received Prior Trastuzumab-Based Therapy",PHASE3,351.0,Breast Cancer,COMPLETED,Hoffmann-La Roche,RANDOMIZED,2018-11-23,383554.9,59.55,15486.0,,,0.8,57.43333,hold,,,,False,,1.39,0.07,,1.02,VeryLow,Noise,Low,2018-11-23,Efficacy and Safety of Trastuzumab Emtansine in Chinese Participants With Human Epidermal Growth Factor Receptor 2 (HER2)-Positive Locally Advanced or Metastatic Breast Cancer,Hoffmann-La Roche,Breast Cancer,351.0,Trastuzumab Emtansine; Lapatinib; Capecitabine,1.35,24.62,24.65,Low,,,,,,Low
BMY,2024-03-22,Gainer,0.66,,Clinical Data,,,NCT04026412,,PHASE3,,,,,,"A Phase 3, Randomized, Open Label Study to Compare Nivolumab Plus Concurrent Chemoradiotherapy (CCRT) Followed by Nivolumab Plus Ipilimumab or Nivolumab Plus CCRT Followed by Nivolumab vs CCRT Followed by Durvalumab in Previously Untreated, Locally Advanced Non-small Cell Lung Cancer (LA NSCLC)",PHASE3,925.0,Non-Small Cell Lung Cancer (NSCLC),COMPLETED,Bristol-Myers Squibb,RANDOMIZED,2024-03-22,127014.9,62.37,10673.0,,1.56,82.9,62.16,hold,,,,False,,2.18,0.3,,0.9,VeryLow,Noise,Low,2024-03-22,A Study of Nivolumab and Ipilimumab in Untreated Participants With Stage 3 Non-small Cell Lung Cancer (NSCLC) That is Unable or Not Planned to be Removed by Surgery,Bristol-Myers Squibb,Non-Small Cell Lung Cancer (NSCLC),925.0,nivolumab; ipilimumab; durvalumab,1.28,46.77,47.08,Low,,,,,,Low
IONS,2023-11-09,Gainer,0.47,,Clinical Data,,,NCT05139810,,PHASE3,,,,,,"A Phase 3 Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of ISIS 721744 in Patients With Hereditary Angioedema (HAE)",PHASE3,91.0,Hereditary Angioedema,COMPLETED,"Ionis Pharmaceuticals, Inc.",RANDOMIZED,2023-11-09,13144.2,81.15,2677.0,,12.62,107.5,93.80727,buy,,Missing: opcf,,False,,3.66,0.13,,2.32,VeryLow,Noise,Low,2023-11-09,OASIS-HAE: A Study to Evaluate the Safety and Efficacy of Donidalorsen (ISIS 721744 or IONIS-PKK-LRx) in Participants With Hereditary Angioedema (HAE),"Ionis Pharmaceuticals, Inc.",Hereditary Angioedema,91.0,Donidalorsen; Placebo,-1.55,47.09,47.31,Low,,,,,,Low
ABBV,2025-06-05,Gainer,0.07,,Clinical Data,,,NCT04166058,,PHASE3,,,,,,"A Phase 3, Open-label, Long-term Safety Study of Oral Linaclotide Administered to Pediatric Participants With Functional Constipation (FC) or Irritable Bowel Syndrome With Constipation (IBS-C)",PHASE3,381.0,Irritable Bowel Syndrome With Constipation; Functional Constipation,COMPLETED,AbbVie,NON_RANDOMIZED,2025-06-05,410356.6,232.08,5257.0,,1.29,76.4,248.68967,buy,,,,False,,2.18,0.03,,1.29,VeryLow,Noise,Low,2025-06-05,Long-term Safety of Linaclotide in Pediatric Participants With FC or IBS-C,AbbVie,Irritable Bowel Syndrome With Constipation; Functional Constipation,381.0,Irritable Bowel Syndrome with Constipation (IBS-C) participants (LIN-MD-63 and LIN-MD-64 completers); Functional Constipation (FC) participants (LIN-MD-62 and LIN-MD-64 completers),1.33,182.93,183.06,Low,,,,,,Low
RHHBY,2025-05-08,Loser,-3.03,,Clinical Data,,,NCT06774859,,PHASE3,,,,,,"A Phase III, Randomized, Open-Label, Active-Controlled Study to Assess the Safety, Pharmacokinetics, and Efficacy of Baloxavir Marboxil in Chinese Pediatric Patients 1 to <12 Years of Age With Influenza Symptoms",PHASE3,100.0,Influenza,COMPLETED,Hoffmann-La Roche,RANDOMIZED,2025-05-08,383554.9,59.55,15486.0,,,0.8,57.43333,hold,,,,False,,2.0,1.51,,1.3,VeryLow,Low,Low,2025-05-08,"Study to Assess the Safety, Pharmacokinetics, and Efficacy of Baloxavir Marboxil in Chinese Pediatric Participants 1 to <12 Years of Age With Influenza Symptoms",Hoffmann-La Roche,Influenza,100.0,Baloxavir Marboxil; Oseltamivir,-4.86,40.33,39.11,Low,,,,,,Low
VRTX,2023-08-25,Gainer,0.95,,Clinical Data,,,NCT05558410,,PHASE3,,,,,,"A Phase 3, Randomized, Double-blind, Placebo-controlled Study Evaluating the Efficacy and Safety of Suzetrigine for Acute Pain After an Abdominoplasty",PHASE3,1118.0,Acute Pain,COMPLETED,Vertex Pharmaceuticals Incorporated,RANDOMIZED,2023-08-25,126211.8,496.83,6608.1,,1.98,97.6,532.96295,buy,,,,False,,1.55,0.61,,0.97,VeryLow,Noise,Low,2023-08-25,Evaluation of Efficacy and Safety of Suzetrigine for Acute Pain After an Abdominoplasty,Vertex Pharmaceuticals Incorporated,Acute Pain,1118.0,Suzetrigine (SUZ); HB/APAP; Placebo (matched to SUZ),1.39,346.77,350.06,Low,,,,,,Low
NVAX,2024-04-01,Loser,-2.72,,Clinical Data,,,NCT05973006,,PHASE3,,,,,,"A Phase 3, Randomized, Double-Blinded Study to Evaluate the Safety and Immunogenicity of Omicron Subvariant and Bivalent SARS-CoV-2 rS Vaccines in Adolescents Previously Vaccinated With mRNA COVID-19 Vaccines",PHASE3,400.0,COVID-19,COMPLETED,Novavax,RANDOMIZED,2024-04-01,1647.7,10.14,735.1,36.0,31.41,69.7,13.77778,buy,,,,False,,6.02,0.45,,2.66,VeryLow,Noise,Low,2024-04-01,Phase 3 Adolescent Study for SARS-CoV-2 rS Variant Vaccines,Novavax,COVID-19,400.0,NVX-CoV2601 co-formulated Omicron XBB.1.5 SARS-CoV-2 rS vaccine; Prototype/XBB.1.5 Bivalent Vaccine (5 µg),-5.23,4.78,4.65,Low,,,,,,Low
MRK,2024-09-27,Gainer,0.53,,Clinical Data,,,NCT04776148,,PHASE3,,,,,,A Phase 3 Randomized Study of Lenvatinib in Combination With Pembrolizumab Versus Standard of Care in Participants With Metastatic Colorectal Cancer Who Have Received and Progressed On or After or Became Intolerant to Prior Treatment,PHASE3,563.0,Colorectal Neoplasms,COMPLETED,Merck Sharp & Dohme LLC,RANDOMIZED,2024-09-27,306131.6,123.82,14565.0,,1.26,81.3,127.17857,buy,,,,False,,1.98,0.27,,0.86,VeryLow,Noise,Low,2024-09-27,Study of Lenvatinib (MK-7902/E7080) in Combination With Pembrolizumab (MK-3475) Versus Standard of Care in Participants With Metastatic Colorectal Cancer (MK-7902-017/E7080-G000-325/LEAP-017),Merck Sharp & Dohme LLC,Colorectal Neoplasms,563.0,pembrolizumab; lenvatinib; regorafenib,0.42,108.13,108.7,Low,,,,,,Low
AZN,2019-06-04,Gainer,1.82,,Clinical Data,,,NCT02987543,,PHASE3,,,,,,"A Phase III, Open Label, Randomized Study to Assess the Efficacy and Safety of Olaparib (Lynparza™) Versus Enzalutamide or Abiraterone Acetate in Men With Metastatic Castration-Resistant Prostate Cancer Who Have Failed Prior Treatment With a New Hormonal Agent and Have Homologous Recombination Repair Gene Mutations (PROfound)",PHASE3,387.0,Metastatic Castration-resistant Prostate Cancer,COMPLETED,AstraZeneca,RANDOMIZED,2019-06-04,323156.6,208.45,5719.0,,0.16,26.6,164.65556,buy,,,,False,,1.45,1.26,,0.91,VeryLow,Noise,Low,2019-06-04,Study of Olaparib (Lynparza™) Versus Enzalutamide or Abiraterone Acetate in Men With Metastatic Castration-Resistant Prostate Cancer (PROfound Study),AstraZeneca,Metastatic Castration-resistant Prostate Cancer,387.0,olaparib; enzalutamide; abiraterone acetate,1.21,64.41,65.58,Low,,,,,,Low
VRTX,2023-03-24,Gainer,3.16,,Clinical Data,,,NCT04545515,,PHASE3,,,,,,A Phase 3b Open-label Study Evaluating the Long-term Safety and Efficacy of Elexacaftor/Tezacaftor/Ivacaftor Combination Therapy in Cystic Fibrosis Subjects Ages 6 Years and Older Who Are Heterozygous for the F508del Mutation and a Minimal Function Mutation (F/MF),PHASE3,120.0,Cystic Fibrosis,COMPLETED,Vertex Pharmaceuticals Incorporated,,2023-03-24,126211.8,496.83,6608.1,,1.98,97.6,532.96295,buy,,,,False,,2.09,1.51,,0.9,VeryLow,Low,Low,2023-03-24,A Study Evaluating the Long-term Safety and Efficacy of Elexacaftor/Tezacaftor/Ivacaftor in Cystic Fibrosis (CF) Particpants 6 Years and Older and F/MF Genotypes,Vertex Pharmaceuticals Incorporated,Cystic Fibrosis,120.0,ELX/TEZ/IVA; IVA,1.22,304.75,314.39,Low,,,,,,Low
