ticker,event_date,drug_name,nct_id,target_large_move,feat_asset_event_sequence_num,feat_asset_trial_share,feat_cash_runway_proxy,feat_company_event_sequence_num,feat_pipeline_depth_score,feat_pivotal_proxy_score,feat_active_not_recruiting_flag,feat_blinded_flag,feat_cns_flag,feat_completed_flag,feat_oncology_flag,feat_open_label_flag,feat_rare_disease_flag,feat_small_trial_flag,feat_therapeutic_superclass_CNS,feat_therapeutic_superclass_Cardiovascular,feat_therapeutic_superclass_Dermatology,feat_therapeutic_superclass_Endocrine/Metabolic,feat_therapeutic_superclass_GI/Hepatology,feat_therapeutic_superclass_Immunology,feat_therapeutic_superclass_Infectious Disease,feat_therapeutic_superclass_Musculoskeletal,feat_therapeutic_superclass_Oncology,feat_therapeutic_superclass_Respiratory,split
NVS,2023-11-30,[18F]CTT1057,NCT04838626,0,1,0.0,0.0354,135,0.2773,0.0,0.0,0,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
HELP,2023-12-01,CYB003,NCT05385783,0,1,0.0,0.532,1,0.2773,0.0,0.0,1,1,1.0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,train
AZN,2023-12-01,Durvalumab,NCT03830866,0,2,0.0,0.0177,74,0.2773,0.0,0.0,1,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
ARVN,2023-12-05,vepdegestrant,NCT04072952,0,1,0.0,0.7035,1,0.2773,0.0,1.0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,train
REPL,2023-12-05,RP1,NCT06264180,1,1,0.0,0.426,1,0.2773,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
IXHL,2023-12-04,IHL-42X,NCT06146101,0,1,0.0,1.3617,1,0.2773,0.0,1.0,1,1,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
NVS,2023-12-06,Dabrafenib,NCT02684058,0,7,0.0,0.0354,136,0.2773,0.0,0.0,0,0,1.0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,train
IXHL,2023-12-06,IHL-42X,NCT06146101,0,2,0.0,1.3617,2,0.2773,0.0,1.0,1,1,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
MRK,2023-12-07,Pembrolizumab/Vibostolimab coformulation,NCT04725188,0,1,0.0,0.0476,118,0.2773,0.0,0.0,0,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
COGT,2023-12-11,bezuclastinib,NCT05186753,1,1,0.0,0.1429,2,0.2773,0.0,1.0,1,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
BMEA,2023-12-11,BMF-219,NCT05731544,0,2,0.0,0.4809,2,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,train
IMMX,2023-12-11,NXC-201,NCT06971380,0,1,0.0,0.0372,1,0.2773,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
ADCT,2023-12-13,ZYNLONTA,NCT05672251,1,1,0.0,0.4621,2,0.2773,0.0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,train
CCCC,2023-12-12,CFT7455,NCT04756726,1,1,0.0,0.1746,1,0.2773,0.0,1.0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,train
ADCT,2023-12-12,ZYNLONTA (loncastuximab tesirine-lpyl),NCT05672251,0,1,0.0,0.4621,1,0.2773,0.0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,train
STTK,2023-12-14,SL-172154,NCT05275439,1,2,0.0,0.347,2,0.2773,0.0,0.0,0,0,1.0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,train
PFE,2023-12-13,PF-06882961 (Cohorts 1 and 2),NCT04707313,0,1,0.0,0.0953,99,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,train
STTK,2023-12-13,SL-172154,NCT05275439,1,1,0.0,0.347,1,0.2773,0.0,0.0,0,0,1.0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,train
VRCA,2023-12-15,TO-208,NCT02641392,1,1,0.0,0.2411,2,0.2773,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,train
QURE,2023-12-18,AMT-130,NCT04120493,0,1,0.0,0.713,1,0.2773,0.0,1.0,1,1,0.0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,train
IVVD,2023-12-18,VYD222,NCT06039449,1,1,0.0,0.1783,1,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,train
TNXP,2023-12-20,TNX-102 SL,NCT04172831,1,5,0.0,1.0644,8,0.2773,0.0,0.0,1,1,1.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
ACRS,2023-12-21,ATI-1777 2.0% w/w,NCT05432596,0,1,0.0,0.3084,6,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,train
CYTK,2023-12-27,"Aficamten (5 mg, 10 mg, 15 mg, and 20 mg)",NCT05186818,1,1,0.0,0.116,4,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,train
CYTK,2023-12-27,aficamten,NCT06081894,1,1,0.0,0.116,5,0.2773,0.0,1.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,train
BNTX,2023-12-28,bivalent BNT162b2 (original/Omi BA.4/BA.5),NCT05596734,0,1,0.0,0.5252,10,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,train
AVXL,2024-01-02,blarcamesine (ANAVEX 2-73),NCT04314934,1,1,0.0,0.3208,7,0.2773,0.0,0.0,1,1,1.0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,train
ALVO,2024-01-04,AVT06 (proposed aflibercept biosimilar),NCT05155293,0,1,0.0,0.0344,1,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,train
AMLX,2024-03-08,AMX0035 (Relyvrio),NCT05619783,1,1,0.0,0.2065,1,0.2773,0.0,0.0,0,1,1.0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,train
SGMT,2024-01-09,SGMT,NCT02599298,0,1,0.0,0.6284,1,0.2773,0.0,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,train
MRK,2024-01-10,Pembrolizumab,NCT04676412,0,34,0.0,0.0476,119,0.2773,0.0,0.0,1,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
LLY,2024-01-11,Lebrikizumab,NCT05369403,0,6,0.0,0.0073,92,0.2773,0.0,0.0,0,0,1.0,0,1,0,0.0,0,0,0,0,0,1,0,0,0,0,train
KRYS,2024-04,Mebendazole,NCT01837862,0,1,0.0,0.1027,2,0.2773,0.0,0.0,0,0,1.0,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,train
SNY,2024-01-22,teplizumab 1 mg/mL,NCT04270942,0,1,0.0,0.0653,64,0.2773,0.0,0.0,0,0,1.0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,train
MRK,2024-01-23,Pembrolizumab,NCT03221426,0,35,0.0,0.0476,120,0.2773,0.0,0.0,1,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
CRBP,2024-01-23,CRB-701,NCT06265727,0,1,0.0,0.6915,3,0.2773,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
BNTX,2024-01-25,BNT111,NCT04526899,0,1,0.0,0.5252,11,0.2773,0.0,0.0,0,0,1.0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,train
CRBP,2024-01-26,CRB-701,NCT06265727,1,2,0.0,0.6915,4,0.2773,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
IKT,2024-01-29,Risvodetinib,NCT05424276,0,1,0.0,0.3109,1,0.2773,0.0,0.0,0,1,1.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
SUPN,2024-01-29,SAGE-718,NCT05358821,0,3,0.0,0.0982,7,0.2773,0.0,0.0,1,1,1.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
VRTX,2024-01-30,Suzetrigine,NCT05660538,0,1,0.0,0.0524,21,0.2773,0.0,0.0,1,1,1.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
PLRX,2024-02-04,PLN-74809,NCT04480840,0,2,0.0,3.0263,3,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,train
KALV,2024-02-12,KVD900 600 mg,NCT05259917,0,1,0.0,0.3757,2,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,train
JANX,2024-02-13,JANX008,NCT05783622,0,1,0.0,0.2611,1,0.2773,0.0,0.0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,train
NRC,2024-02-15,"Quadrivalent Human Papillomavirus (types 6, 11, 16, 18) Recombinant Vaccine",NCT03728881,0,1,0.0,0.0135,276,0.2773,0.0,0.0,0,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
MESO,2024-02-21,ADI-PEG 20 (pegargiminase),NCT06034977,0,1,0.0,0.0618,5,0.2773,0.0,0.0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,train
MESO,2024-02-21,ADI-PEG20,NCT03449901,0,1,0.0,0.0618,6,0.2773,0.0,0.0,0,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
XERS,2024-02-22,levothyroxine sodium,NCT05823012,0,1,0.0,0.0902,3,0.2773,0.0,0.0,0,0,1.0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,train
RHHBY,2024-02-23,Faricimab,NCT04740931,0,6,0.0,0.0404,112,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,train
SNY,2024-02-24,Rilzabrutinib,NCT05104892,0,1,0.0,0.0653,65,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,train
CADL,2024-02-25,CAN-2409,NCT01436968,0,1,0.0,0.3019,1,0.2773,0.0,1.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
SGMT,2024-02-29,denifanstat,NCT06248008,0,1,0.0,0.6284,2,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,train
IRWD,2024-02-29,apraglutide,NCT04627025,1,1,0.0,0.1918,3,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,train
MRK,2024-03-06,Pembrolizumab/Vibostolimab,NCT05665595,0,1,0.0,0.0476,121,0.2773,0.0,0.0,1,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
LLY,2024-03-10,Lebrikizumab,NCT05372419,0,7,0.0,0.0073,93,0.2773,0.0,0.0,0,0,1.0,0,1,0,0.0,0,0,0,0,0,1,0,0,0,0,train
ACAD,2024-03-11,Pimavanserin,NCT04531982,0,3,0.0,0.1973,6,0.2773,0.0,0.0,1,1,1.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
IONS,2024-03-13,ION224,NCT04932512,0,1,0.0,0.2037,11,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,train
IMRX,2024-03-14,atebimetinib,NCT05585320,1,1,0.0,0.6305,2,0.2773,0.0,1.0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,train
IMRX,2024-03-14,IMM-1-104,NCT05585320,1,1,0.0,0.6305,1,0.2773,0.0,1.0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,train
ENGN,2024-03-25,EG-70 (detalimogene voraplasmid),NCT04752722,0,1,0.0,0.286,2,0.2773,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
AXSM,2024-03-25,AXS-12 (reboxetine),NCT05059223,0,1,0.0,0.0385,11,0.2773,0.0,0.0,1,1,1.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
EQ,2024-03-26,EQ101,NCT05589610,0,1,0.0,0.2987,3,0.2773,0.0,0.0,0,0,1.0,0,1,0,1.0,0,0,1,0,0,0,0,0,0,0,train
MRNA,2024-03-26,mRNA-1010,NCT05566639,0,2,0.0,0.277,6,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,train
PFE,2024-03-27,In open-label phase: treatment with tofacitinib,NCT03000439,0,1,0.0,0.0953,100,0.2773,0.0,0.0,1,0,1.0,0,1,0,0.0,0,0,0,0,0,0,0,1,0,0,train
NRC,2024-04-01,JYNNEOS,NCT05512949,0,1,0.0,0.0135,277,0.2773,0.0,0.0,0,0,1.0,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,train
NVAX,2024-04-01,NVX-CoV2601 co-formulated Omicron XBB.1.5 SARS-CoV-2 rS vaccine,NCT05973006,0,1,0.0,0.4461,8,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,train
CADL,2024-04-08,CAN-2409,NCT07332000,0,2,0.0,0.3019,2,0.2773,0.0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,train
OM,2024-04-08,OCS-01,NCT06172257,0,1,0.0,2.6432,1,0.2773,0.0,1.0,0,0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,train
RAPT,2024-04-09,FLX475,NCT03674567,0,1,0.0,0.0937,1,0.2773,0.0,0.0,0,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
PFE,2024-04-09,RSVpreF,NCT05842967,0,2,0.0,0.0953,101,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,train
ELVN,2024-04-11,ELVN-001,NCT05304377,0,1,0.0,0.2711,1,0.2773,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
RZLT,2024-04-11,Experimental: Group 1 - 50mg RZ402,NCT05712720,0,1,0.0,0.4326,2,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,train
ENLV,2024-04-11,Allocetra-OTS,NCT04612413,1,1,0.0,0.0667,1,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,train
ENLV,2024-04-11,Allocetra,NCT06233474,1,1,0.0,0.0667,2,0.2773,0.0,1.0,1,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,train
LLY,2024-04-17,Tirzepatide,NCT05412004,0,13,0.0,0.0073,94,0.2773,0.0,0.0,1,1,1.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
ABBV,2024-04-18,Tavapadon,NCT04542499,0,1,0.0,0.0128,90,0.2773,0.0,0.0,1,1,1.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
ALVO,2024-04-23,AVT05 (proposed biosimilar to golimumab),NCT05842213,0,1,0.0,0.0344,2,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,train
AZN,2024-04-25,MEDI6570,NCT04610892,0,1,0.0,0.0177,75,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,train
ABBV,2024-03-19,Dupilumab,NCT05601882,0,1,0.0,0.0128,91,0.2773,0.0,0.0,1,0,1.0,0,1,0,0.0,0,0,0,0,0,1,0,0,0,0,train
NVS,2024-04-25,LRX712,NCT04097379,0,1,0.0,0.0354,137,0.2773,0.0,0.0,1,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,train
NRC,2024-04-20,L9LS (VRC-MALMAB0114-00-AB) Subcutaneous injection,NCT05304611,0,1,0.0,0.0135,278,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,train
SNY,2024-04-26,Dupilumab SAR231893,NCT04456673,0,5,0.0,0.0653,66,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,train
ENTA,2024-04-26,EDP-235,NCT05616728,0,1,0.0,0.4477,3,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,train
MRK,2024-04-29,V116,NCT05696080,0,4,0.0,0.0476,122,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,train
CGTX,2024-04-29,CT1812,NCT03507790,0,2,0.0,0.4085,3,0.2773,0.0,0.0,1,1,1.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
ANVS,2024-04-29,buntanetap,NCT06709014,1,1,0.0,0.2155,3,0.2773,0.0,0.0,1,1,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
MRK,2024-04-30,V116,NCT05569954,0,5,0.0,0.0476,123,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,train
NRXP,2024-04-30,NRX-101,NCT07227103,0,1,0.0,0.1307,1,0.2773,0.0,0.0,1,1,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
CTMX,2024-05-08,CX-904,NCT05387265,0,1,0.0,0.1593,1,0.2773,0.0,0.0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,train
CMPX,2024-05-08,Psilocybin,NCT05312151,0,3,0.0,0.2188,3,0.2773,0.0,0.0,0,1,1.0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,train
RAPT,2024-05-09,zelnecirnon,NCT04593251,1,1,0.0,0.0941,2,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,train
MGNX,2024-05-10,vobra duo,NCT05362773,1,1,0.0,1.311,2,0.2773,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
PLRX,2024-05-14,PLN-74809,NCT05621252,0,3,0.0,3.0263,4,0.2773,0.0,0.0,1,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1,train
RHHBY,2024-05-15,Atezolizumab,NCT03371017,0,12,0.0,0.0404,113,0.2773,0.0,0.0,1,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
PROK,2024-05-15,rilparencel,NCT05099770,0,1,0.0,0.4032,2,0.2773,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,train
LLY,2024-05-17,Insulin Efsitora Alfa,NCT05362058,0,1,0.0,0.0073,95,0.2773,0.0,0.0,0,0,1.0,0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,train
SNSE,2024-05-23,SNS-101,NCT05864144,0,1,0.0,2.1831,1,0.2773,0.0,1.0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1,train
SNSE,2024-05-24,SNS-101,NCT05864144,0,2,0.0,0.6305,2,0.2773,0.0,1.0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1,train
REGN,2024-05-24,REGN9933,NCT05618808,0,1,0.0,0.1041,27,0.2773,0.0,0.0,0,0,1.0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,train
ELTX,2024-05-31,ELI-002,NCT05726864,0,1,0.0,0.0919,1,0.2773,0.0,1.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
ANNX,2024-06-01,ANX005,NCT04701164,0,2,0.0,0.2261,3,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,train
MRUS,2024-06-03,petosemtamab (MCLA-158),NCT06525220,1,1,0.0,0.6376,1,0.2773,0.0,0.0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,train
MRK,2024-06-03,pembrolizumab,NCT04776148,0,11,0.0,0.0476,124,0.2773,0.0,0.0,0,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
ANNX,2024-06-04,ANX005,NCT04569435,1,3,0.0,0.2589,4,0.2773,0.0,0.0,0,1,1.0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,train
EQ,2024-06-04,EQ101,NCT05589610,0,2,0.0,0.2987,4,0.2773,0.0,0.0,0,0,1.0,0,1,0,1.0,0,0,1,0,0,0,0,0,0,0,train
HRMY,2024-06-05,Pitolisant Oral Tablet,NCT04886518,0,1,0.0,0.4717,3,0.2773,0.0,0.0,1,1,1.0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,train
ABBV,2024-06-06,Mirvetuximab soravtansine,NCT05041257,0,1,0.0,0.0128,93,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,train
INDV,2024-06-10,INDV-2000,NCT06384157,0,1,0.0,0.0477,1,0.2773,0.0,0.0,1,1,1.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
MRNA,2024-06-10,mRNA-1083,NCT06097273,0,1,0.0,0.277,7,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,train
MBOT,2024-06-11,LIBERTY Endovascular Robotic Surgical System,NCT07301190,0,1,0.0,0.4954,1,0.2773,0.0,0.0,0,0,0.0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,train
CRDL,2024-06-15,CardiolRx,NCT05494788,0,1,0.0,0.1018,4,0.2773,0.0,0.0,0,0,1.0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,train
BHC,2024-06-14,Low Dose MT-1303,NCT04857112,0,1,0.0,0.5946,14,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,train
OVID,2024-06-17,soticlestat,NCT05163314,1,1,0.0,0.2205,1,0.2773,0.0,0.0,0,1,0.0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,train
SLN,2024-06-20,zerlasiran,NCT05537571,0,1,0.0,0.3977,1,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,train
MRNA,2024-06-24,mRNA-1010,NCT05827978,0,3,0.0,0.277,8,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,train
WVE,2024-06-25,SAD: 30mg WVE-003,NCT05032196,0,1,0.0,0.2327,1,0.2773,0.0,0.0,1,1,1.0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,train
LPCN,2024-06-25,LPCN 1154,NCT02081300,0,2,0.0,0.2731,4,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,train
IMMP,2024-06-27,eftilagimod alpha,NCT04811027,1,2,0.0,0.2405,3,0.2773,0.0,0.0,0,0,1.0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,train
ANVS,2024-07-02,buntanetap,NCT06709014,1,2,0.0,0.2155,4,0.2773,0.0,0.0,1,1,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
RNAC,2024-07-02,Descartes-08,NCT07391605,0,1,0.0,0.7264,2,0.2773,0.0,0.0,1,1,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
ANVS,2024-07-08,buntanetap,NCT06709014,1,3,0.0,0.2155,5,0.2773,0.0,0.0,1,1,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
RHHBY,2024-07-03,Tiragolumab,NCT04619797,0,2,0.0,0.0404,114,0.2773,0.0,0.0,1,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
MRK,2024-07-08,V116,NCT05420961,0,6,0.0,0.0476,126,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,train
QURE,2024-07-09,AMT-130,NCT04120493,1,2,0.0,2.0568,2,0.2773,0.0,1.0,1,1,0.0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,train
KZIA,2024-07-10,paxalisib,NCT05009992,1,3,0.0,0.0449,3,0.2773,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
KZIA,2024-07-11,paxalisib,NCT03970447,1,2,0.0,0.0449,2,0.2773,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
KZIA,2024-07-10,paxalisib,NCT05009992,1,1,0.0,0.0449,1,0.2773,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,train
ARMP,2024-07-11,AP-PA02,NCT05616221,0,2,0.0,0.0378,2,0.2773,0.0,0.0,1,0,1.0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,train
APLS,2024-07-11,Pegcetacoplan,NCT05067127,0,2,0.0,0.1746,7,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,train
VRDN,2024-07-15,VRDN-001 Phase 3 Cohort (THRIVE),NCT05176639,0,1,0.0,0.3119,1,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,train
AGEN,2024-07-18,botensilimab (BOT) and balstilimab (BAL),NCT05864534,1,1,0.0,0.0291,4,0.2773,0.0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,train
SNY,2024-07-25,Quadrivalent Influenza mRNA Vaccine MRT5421,NCT06361875,0,1,0.0,0.0653,67,0.2773,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,train
MRK,2024-07-26,Sotatercept,NCT04896008,0,3,0.0,0.0476,127,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,train
CLDX,2024-07-29,barzolvolimab,NCT05405660,0,1,0.0,0.2917,1,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,train
PEPG,2024-07-31,PGN-EDO51,NCT06079736,1,1,0.0,0.3828,1,0.2773,0.0,0.0,0,1,0.0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,train
BMY,2024-07-31,Nivolumab,NCT03668119,0,47,0.0,0.084,101,0.2773,0.0,0.0,0,0,1.0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,train
LONA,2024-08-01,ATH-1017,NCT04488419,0,2,0.0,0.4791,2,0.2773,0.0,0.0,1,1,1.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
LLY,2024-08-01,Tirzepatide,NCT04847557,0,14,0.0,0.0073,96,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,train
PFE,2024-09-20,RSVpreF MDV,NCT06473519,0,1,0.0,0.0953,103,0.2773,0.0,0.0,0,0,1.0,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,train
LLY,2024-08-07,LY3372689,NCT05063539,0,1,0.0,0.0073,97,0.2773,0.0,0.0,0,1,1.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,train
BNTX,2024-08-07,Influenza and COVID-19 Combination A,NCT06178991,0,1,0.0,0.5252,12,0.2773,0.0,0.0,1,0,1.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,train
