ticker,event_date,v_actual_date,event_type,move_pct,atr_pct,normalized_move,close,market_cap_m,nct_id,drug_name,indication,ct_conditions,ct_phase,ct_enrollment,ct_status,ct_sponsor,ct_official_title,ct_allocation,ct_primary_completion,catalyst_type,v_is_material,data_tier,match_type,days_offset,move_class_abs,stock_movement_atr_normalized,move_class_norm,target_large_move
NVS,2018-08-02,2018-08-02,Gainer,0.45,,,56.14,,NCT02516605,Part 1: LJN452,Primary Biliary Cholangitis,Primary Biliary Cholangitis,PHASE2,61,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
BIIB,2018-08-06,2018-08-06,Loser,-0.88,,,341.17,,NCT02935608,BIIB074,Lumbosacral Radiculopathy,Lumbosacral Radiculopathy,PHASE2,502,COMPLETED,Biogen,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SNY,2018-08-06,2018-08-06,Loser,-1.44,,,32.21,,NCT02715726,Alirocumab,Hypercholesterolemia,Hypercholesterolemia,PHASE3,615,COMPLETED,Sanofi,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-08-07,2018-08-07,Loser,0.0,,,32.35,303.8,NCT02404311,ALVAC-HIV,HIV Infection,HIV Infection,PHASE1/PHASE2,252,COMPLETED,National Institute of Allergy and Infectious Diseases (NIAID),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
BMY,2018-08-07,2018-08-07,Loser,-0.69,,,44.71,,NCT02915159,Abatacept,Sjogrens Disease,Sjogrens Disease,PHASE3,250,COMPLETED,Bristol-Myers Squibb,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
VRTX,2018-08-09,2018-08-09,Loser,-0.14,,,175.05,,NCT03150719,Tezacaftor/Ivacaftor,Cystic Fibrosis,Cystic Fibrosis,PHASE3,98,COMPLETED,Vertex Pharmaceuticals Incorporated,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-08-10,2018-08-10,Loser,0.0,,,32.27,303.8,NCT03040986,Laboratory Biomarker Analysis,KRAS NP_004976.2:p.G12R; Stage III Pancreatic Cancer AJCC v6 and v7; Stage IV Pancreatic Cancer AJCC v6 and v7,KRAS NP_004976.2:p.G12R; Stage III Pancreatic Cancer AJCC v6 and v7; Stage IV Pancreatic Cancer AJCC v6 and v7,PHASE2,8,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2018-08-10,2018-08-10,Loser,-1.44,,,54.83,,NCT02955069,PDR001,Well-differentiated Non-functional NET of Thoracic Origin; Well-differentiated Non-functional NET of Gastrointestinal Origin; Well-differentiated Non-functional NET of Pancreatic Origin; Poorly-differentiated Gastroenteropancreatic Neuroendocrine Carcinoma,Well-differentiated Non-functional NET of Thoracic Origin; Well-differentiated Non-functional NET of Gastrointestinal Origin; Well-differentiated Non-functional NET of Pancreatic Origin; Poorly-differentiated Gastroenteropancreatic Neuroendocrine Carcinoma,PHASE2,116,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AZN,2018-08-13,2018-08-13,Loser,-0.91,,,64.83,,NCT03118739,Verinurad 9 mg+Febuxostat 80 mg,Hyperuricemia; Albuminuria; Type 2 Diabetes,Hyperuricemia; Albuminuria; Type 2 Diabetes,PHASE2,60,COMPLETED,AstraZeneca,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-08-15,2018-08-15,Loser,-1.06,,,31.93,303.8,NCT02153983,Colchicine 0.6Mg Cap,Obesity; Metabolic Disease,Obesity; Metabolic Disease,PHASE1/PHASE2,77,COMPLETED,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
BMY,2018-08-17,2018-08-17,Loser,-0.36,,,46.16,,NCT02481830,Nivolumab,Lung Cancer,Lung Cancer,PHASE3,569,COMPLETED,Bristol-Myers Squibb,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LLY,2018-08-21,2018-08-21,Loser,-0.71,,,94.95,,NCT01394952,Dulaglutide,"Cardiovascular Disease; Diabetes Mellitus, Type 2","Cardiovascular Disease; Diabetes Mellitus, Type 2",PHASE3,9901,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SNY,2018-08-27,2018-08-27,Loser,-0.21,,,33.04,,NCT02898454,Dupilumab SAR231893 (REGN668),Chronic Rhinosinusitis Phenotype With Nasal Polyps (CRSwNP),Chronic Rhinosinusitis Phenotype With Nasal Polyps (CRSwNP),PHASE3,448,COMPLETED,Sanofi,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SNY,2018-09-02,2018-09-02,Loser,-1.0,,,32.23,,NCT03583658,ambroxol BIH1526,Pharyngitis,Pharyngitis,PHASE3,390,COMPLETED,Sanofi,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2018-09-03,2018-09-03,Loser,-0.19,,,23.78,,NCT02729896,Atezolizumab [TECENTRIQ],Lymphoma,Lymphoma,PHASE1/PHASE2,36,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
MRK,2018-09-04,2018-09-04,Loser,-0.93,,,51.1,,NCT03850444,pembrolizumab,Non-small Cell Lung Cancer,Non-small Cell Lung Cancer,PHASE3,262,COMPLETED,Merck Sharp & Dohme LLC,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
ABBV,2018-09-04,2018-09-04,Loser,-1.48,,,68.5,,NCT02203851,Risankizumab,Psoriasis,Psoriasis,PHASE2,110,COMPLETED,AbbVie,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LLY,2018-09-04,2018-09-04,Loser,-0.97,,,94.55,,NCT03433677,LY900014,Diabetes Type 1,Diabetes Type 1,PHASE3,49,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
MRK,2018-09-04,2018-09-04,Loser,-0.93,,,51.1,,NCT02220894,pembrolizumab,Non-small Cell Lung Cancer,Non-small Cell Lung Cancer,PHASE3,1274,COMPLETED,Merck Sharp & Dohme LLC,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LLY,2018-09-06,2018-09-06,Loser,-0.33,,,95.22,,NCT03214367,LY900014,Type 1 Diabetes Mellitus,Type 1 Diabetes Mellitus,PHASE3,1392,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2018-09-06,2018-09-06,Loser,-0.68,,,54.45,,NCT03386474,Brolucizumab 6 mg,Neovascular Age-related Macular Degeneration,Neovascular Age-related Macular Degeneration,PHASE3,151,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
GILD,2018-09-07,2018-09-07,Loser,-0.91,,,53.97,,NCT02955602,MBX-8025 2 mg Capsule,Primary Biliary Cirrhosis,Primary Biliary Cirrhosis,PHASE2,119,COMPLETED,Gilead Sciences,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SNY,2018-09-10,2018-09-10,Gainer,1.31,,,32.4,,NCT03476135,MenACYW conjugate vaccine,Meningococcal Infections,Meningococcal Infections,PHASE3,91,COMPLETED,"Sanofi Pasteur, a Sanofi Company",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
BHC,2018-09-12,2018-09-12,Gainer,13.88,3.65,3.8,23.54,2201.5,NCT03120520,Plecanatide,Chronic Idiopathic Constipation,Chronic Idiopathic Constipation,PHASE2,124,COMPLETED,"Bausch Health Americas, Inc.","A Randomized, Double-blind, Placebo-controlled, 3 Dose Level, Parallel Group Study of the Efficacy and Safety of Plecanatide in Adolescents 12 to < 18 Years of Age With Chronic Idiopathic Constipation (CIC)",RANDOMIZED,2018-09-07,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,5,High,3.803,Medium,1
SNY,2018-09-13,2018-09-13,Gainer,2.42,,,33.73,,NCT02890992,alirocumab SAR236553 (REGN727),Hypercholesterolaemia,Hypercholesterolaemia,PHASE2,42,COMPLETED,Sanofi,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
MRK,2018-09-14,2018-09-14,Loser,-0.53,,,52.99,,NCT03293485,Imipenem+Cilastatin/Relebactam,Complicated Intra-abdominal Infection; Complicated Urinary Tract Infection,Complicated Intra-abdominal Infection; Complicated Urinary Tract Infection,PHASE3,83,COMPLETED,Merck Sharp & Dohme LLC,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2018-09-14,2018-09-14,Loser,-0.65,,,23.66,,NCT02040935,Trastuzumab,Breast Cancer,Breast Cancer,PHASE3,128,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
MRK,2018-09-17,2018-09-17,Gainer,0.63,,,53.32,,NCT02276482,Tedizolid Phophate,"Skin Diseases, Infectious; Skin Diseases, Bacterial","Skin Diseases, Infectious; Skin Diseases, Bacterial",PHASE3,120,COMPLETED,"Cubist Pharmaceuticals LLC, a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-09-18,2018-09-18,Loser,-0.88,,,33.63,303.8,NCT02015104,BCG intravesical live (TICE Bacillus Calmette-Guerin (BCG)),Bladder Cancer,Bladder Cancer,PHASE2,32,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-09-18,2018-09-18,Loser,-0.88,,,33.63,303.8,NCT02457897,Liothyronine,Insulin Resistance; Diabetes Mellitus; Abnormal Glucose Metabolism,Insulin Resistance; Diabetes Mellitus; Abnormal Glucose Metabolism,PHASE2,7,COMPLETED,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-09-20,2018-09-20,Gainer,0.26,,,32.57,303.8,NCT02428192,Ipilimumab,Metastatic Leiomyosarcoma; Unresectable Leiomyosarcoma; Uterine Corpus Leiomyosarcoma,Metastatic Leiomyosarcoma; Unresectable Leiomyosarcoma; Uterine Corpus Leiomyosarcoma,PHASE2,20,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
BIIB,2018-09-24,2018-09-24,Gainer,0.47,,,347.02,,NCT02555215,dimethyl fumarate,"Multiple Sclerosis, Relapsing-Remitting","Multiple Sclerosis, Relapsing-Remitting",PHASE3,20,COMPLETED,Biogen,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
GILD,2018-09-25,2018-09-25,Loser,-0.83,,,56.47,,NCT02994056,SOF/VEL,Hepatitis C Virus Infection,Hepatitis C Virus Infection,PHASE2,32,COMPLETED,Gilead Sciences,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AZN,2018-09-26,2018-09-26,Gainer,1.01,,,64.93,,NCT02174731,Roxadustat,Anemia,Anemia,PHASE3,2133,COMPLETED,AstraZeneca,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AZN,2018-09-27,2018-09-27,Gainer,1.64,,,65.99,,NCT02446899,Anifrolumab,Active Systemic Lupus Erythematosus,Active Systemic Lupus Erythematosus,PHASE3,373,COMPLETED,AstraZeneca,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
MRK,2018-09-30,2018-09-30,Gainer,0.83,,,54.16,,NCT02750306,Suvorexant,Sleep Initiation and Maintenance Disorders; Alzheimer Disease,Sleep Initiation and Maintenance Disorders; Alzheimer Disease,PHASE3,285,COMPLETED,Merck Sharp & Dohme LLC,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2018-10-03,2018-10-03,Gainer,1.29,,,58.4,,NCT01975701,BGJ398,Recurrent Glioblastoma or Other Glioma Subtypes,Recurrent Glioblastoma or Other Glioma Subtypes,PHASE2,26,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
GILD,2018-10-05,2018-10-05,Loser,-0.42,,,57.41,,NCT02886728,Filgotinib,Rheumatoid Arthritis,Rheumatoid Arthritis,PHASE3,1252,COMPLETED,Gilead Sciences,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
PFE,2018-10-05,2018-10-05,Gainer,0.47,,,30.19,,NCT02528188,NSAID,"Chronic Pain; Osteoarthritis, Hip; Osteoarthritis, Knee","Chronic Pain; Osteoarthritis, Hip; Osteoarthritis, Knee",PHASE3,3021,COMPLETED,Pfizer,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-10-11,2018-10-11,Gainer,0.9,,,31.64,303.8,NCT04439214,Nivolumab,Advanced Lymphoma; Advanced Malignant Solid Neoplasm; Hematopoietic and Lymphoid Cell Neoplasm; Refractory Lymphoma; Refractory Malignant Solid Neoplasm; Refractory Plasma Cell Myeloma,Advanced Lymphoma; Advanced Malignant Solid Neoplasm; Hematopoietic and Lymphoid Cell Neoplasm; Refractory Lymphoma; Refractory Malignant Solid Neoplasm; Refractory Plasma Cell Myeloma,PHASE2,47,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
VRTX,2018-10-12,2018-10-12,Gainer,3.22,,,181.32,,NCT03304522,VX-150,Small Fiber Neuropathy,Small Fiber Neuropathy,PHASE2,89,COMPLETED,Vertex Pharmaceuticals Incorporated,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
CYTK,2018-10-16,2018-10-16,Gainer,13.65,6.31,2.16,8.66,7607.3,NCT02936635,tirasemtiv,Amyotrophic Lateral Sclerosis (ALS),Amyotrophic Lateral Sclerosis (ALS),PHASE3,280,COMPLETED,Cytokinetics,"A Phase 3, Open-Label Extension Study of Tirasemtiv for Patients With Amyotrophic Lateral Sclerosis (ALS) Who Completed VITALITY-ALS (CY 4031)",NON_RANDOMIZED,2018-10-26,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,10,High,2.163,Low,0
ABBV,2018-10-19,2018-10-19,Loser,-2.15,,,64.4,,NCT02674568,Rovalpituzumab tesirine,Small Cell Lung Cancer,Small Cell Lung Cancer,PHASE2,342,COMPLETED,AbbVie,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2018-10-19,2018-10-19,Gainer,1.1,,,58.23,,NCT01201356,Fingolimod,Relapsing Forms of Multiple Sclerosis,Relapsing Forms of Multiple Sclerosis,PHASE3,4125,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NKTR,2018-10-22,2018-10-22,Loser,-17.22,6.66,2.59,598.35,1930.0,NCT02869295,NKTR-214,"Unspecified Adult Solid Tumor, Protocol Specific","Unspecified Adult Solid Tumor, Protocol Specific",PHASE1/PHASE2,28,COMPLETED,Nektar Therapeutics,"An Open-Label, Multicenter, Dose Escalation And Expansion Study Of NKTR-214 In Subjects With Locally Advanced Or Metastatic Solid Tumor Malignancies",NA,2018-10-31,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,9,High,2.586,Low,0
NRC,2018-10-26,2018-10-26,Loser,-0.46,,,31.58,303.8,NCT02332733,TV003,Dengue,Dengue,PHASE2,266,COMPLETED,National Institute of Allergy and Infectious Diseases (NIAID),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LLY,2018-10-30,2018-10-30,Gainer,0.88,,,97.91,,NCT02584855,Ixekizumab,Psoriatic Arthritis,Psoriatic Arthritis,PHASE3,394,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
MRK,2018-10-30,2018-10-30,Gainer,1.99,,,55.18,,NCT02806232,Biltricide (racemate praziquantel) oral tablets,Schistosomiasis,Schistosomiasis,PHASE2,444,COMPLETED,"Merck KGaA, Darmstadt, Germany",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
MRK,2018-10-30,2018-10-30,Gainer,1.99,,,55.18,,NCT02842827,bomedemstat,Acute Myeloid Leukemia; Myelodysplastic Syndrome,Acute Myeloid Leukemia; Myelodysplastic Syndrome,PHASE1/PHASE2,45,COMPLETED,"Imago BioSciences, Inc., a subsidiary of Merck & Co., Inc., (Rahway, New Jersey USA)",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
URGN,2018-10-31,2018-10-31,Loser,-0.1,,,39.91,1015.8,NCT03493997,Radiotherapy+IAluril®+Ialuril Soft Gels®,Prostate Cancer,Prostate Cancer,PHASE2,100,COMPLETED,"Study Group for Urogenital Diseases, Italy",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-10-31,2018-10-31,Gainer,1.14,,,32.54,303.8,NCT01854359,Idebenone,Multiple Sclerosis; Primary Progressive Multiple Sclerosis,Multiple Sclerosis; Primary Progressive Multiple Sclerosis,PHASE1/PHASE2,61,COMPLETED,National Institute of Allergy and Infectious Diseases (NIAID),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-11-01,2018-11-01,Loser,0.0,,,32.54,303.8,NCT01454596,Epidermal growth factor receptor(EGFRv)III Chimeric antigen receptor (CAR) transduced PBL,Malignant Glioma; Glioblastoma; Brain Cancer; Gliosarcoma,Malignant Glioma; Glioblastoma; Brain Cancer; Gliosarcoma,PHASE1/PHASE2,18,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
ALKS,2018-11-07,2018-11-07,Gainer,0.31,,,39.04,4970.0,NCT02694328,ALKS 3831,Schizophrenia,Schizophrenia,PHASE3,561,COMPLETED,"Alkermes, Inc.",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
ANAB,2018-11-09,2018-11-09,Loser,-10.75,8.17,1.32,72.33,1539.9,NCT03469934,Etokimab,Eosinophilic Asthma,Eosinophilic Asthma,PHASE2,25,COMPLETED,"AnaptysBio, Inc.",Placebo-Controlled Proof of Concept Study to Investigate ANB020 Activity in Adult Patients With Severe Eosinophilic Asthma,RANDOMIZED,2018-10-30,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,10,High,1.316,Noise,0
AUPH,2018-11-09,2018-11-09,Gainer,0.89,,,5.65,1868.2,NCT03597139,Voclosporin Ophthalmic Solution,Dry Eye,Dry Eye,PHASE2,100,COMPLETED,Aurinia Pharmaceuticals Inc.,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
GILD,2018-11-12,2018-11-12,Loser,-0.97,,,53.08,,NCT02868242,LDV/SOF,Hepatitis C Virus Infection,Hepatitis C Virus Infection,PHASE2,19,COMPLETED,Gilead Sciences,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SNY,2018-11-12,2018-11-12,Loser,-2.15,,,33.89,,NCT03205163,Advate (Low Dose),Hemophilia A,Hemophilia A,PHASE1/PHASE2,16,COMPLETED,"Bioverativ, a Sanofi company",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SNY,2018-11-14,2018-11-14,Gainer,0.4,,,34.25,,NCT01622062,PVRV,Rabies,Rabies,PHASE3,600,COMPLETED,"Sanofi Pasteur, a Sanofi Company",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
ALDX,2018-11-14,2018-11-14,Loser,-11.5,8.68,1.32,8.93,328.5,NCT03494504,Reproxalap Ophthalmic Solution (0.25%),Allergic Conjunctivitis,Allergic Conjunctivitis,PHASE3,318,COMPLETED,"Aldeyra Therapeutics, Inc.","A Multi-Center, Double-Masked, Randomized, Parallel-Group, Vehicle-Controlled, Phase 3 Clinical Trial to Assess the Safety and Efficacy of Reproxalap Ophthalmic Solutions (0.25% and 0.5%) Compared to Vehicle in the Conjunctival Allergen Challenge (Ora-CAC®) Model of Acute Allergic Conjunctivitis",RANDOMIZED,2018-11-05,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,9,High,1.325,Noise,0
BHC,2018-11-17,2018-11-17,Loser,-7.22,,,23.5,2201.5,NCT03896633,brinzolamide 1% ophthalmic suspension,Glaucoma; Open Angle or Ocular Hypertension,Glaucoma; Open Angle or Ocular Hypertension,PHASE1/PHASE2,637,COMPLETED,Bausch & Lomb Incorporated,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Medium,,,0
VNDA,2018-11-19,2018-11-19,Loser,-1.17,,,23.6,526.7,NCT02231008,tasimelteon,Smith-Magenis Syndrome; Circadian,Smith-Magenis Syndrome; Circadian,PHASE2/PHASE3,49,COMPLETED,Vanda Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2018-11-19,2018-11-19,Gainer,0.64,,,58.97,,NCT01802879,Panobinostat,Hematologic Neoplasms,Hematologic Neoplasms,PHASE2,9,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2018-11-19,2018-11-19,Loser,-1.34,,,23.84,,NCT02071225,bendamustine,Chronic Lymphocytic Leukemia,Chronic Lymphocytic Leukemia,PHASE2,72,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
MRK,2018-11-19,2018-11-19,Gainer,0.38,,,57.81,,NCT03158220,V503,Cervical Cancer; Vulvar Cancer; Vaginal Cancer; Genital Warts; Human Papillomavirus Infection,Cervical Cancer; Vulvar Cancer; Vaginal Cancer; Genital Warts; Human Papillomavirus Infection,PHASE3,1212,COMPLETED,Merck Sharp & Dohme LLC,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
HRTX,2018-11-20,2018-11-20,Loser,-3.16,,,23.28,218.2,NCT03695367,HTX-011,Postoperative Pain,Postoperative Pain,PHASE2,63,COMPLETED,Heron Therapeutics,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-11-20,2018-11-20,Gainer,0.72,,,33.34,303.8,NCT02141490,Ferumoxytol,Prostate Cancer; Bladder Cancer; Kidney Cancer,Prostate Cancer; Bladder Cancer; Kidney Cancer,PHASE2,43,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
GILD,2018-11-20,2018-11-20,Loser,-0.65,,,50.89,,NCT03405935,B/F/TAF,HIV-1 Infection,HIV-1 Infection,PHASE3,86,COMPLETED,Gilead Sciences,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2018-11-21,2018-11-21,Gainer,2.39,,,59.45,,NCT02554786,Indacaterol acetate/Mometasone furoate,Asthma,Asthma,PHASE3,2216,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-11-30,2018-11-30,Gainer,0.94,,,34.1,303.8,NCT02326805,Laboratory Biomarker Analysis,Stage I Prostate Adenocarcinoma AJCC v7; Stage II Prostate Adenocarcinoma AJCC v7,Stage I Prostate Adenocarcinoma AJCC v7; Stage II Prostate Adenocarcinoma AJCC v7,PHASE2,154,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-11-30,2018-11-30,Gainer,0.94,,,34.1,303.8,NCT02371668,CR6261,H1N1 Influenza Healthy Volunteers,H1N1 Influenza Healthy Volunteers,PHASE2,104,COMPLETED,National Institute of Allergy and Infectious Diseases (NIAID),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2018-12-03,2018-12-03,Loser,-0.02,,,61.11,,NCT02468674,bimagrumab,Sarcopenia,Sarcopenia,PHASE2,160,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
GILD,2018-12-04,2018-12-04,Loser,-1.85,,,52.38,,NCT03110380,B/F/TAF,HIV-1-infection,HIV-1-infection,PHASE3,567,COMPLETED,Gilead Sciences,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
BNTC,2018-12-07,2018-12-07,Loser,-10.28,9.72,1.06,489.6,373.4,NCT03433027,BB-401,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,PHASE2,16,COMPLETED,"Benitec Biopharma, Inc.",A Phase 2 Trial of Intratumoral EGFR Antisense DNA (BB-401) in Patients With Recurrent or Metastatic Squamous Cell Carcinoma of the Head and Neck (HNSCC) Who Have Failed All Available Standard Therapies,NA,2018-12-12,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,5,High,1.058,Noise,0
ENTX,2018-12-10,2018-12-10,Gainer,10.02,5.18,1.93,5.49,63.7,NCT03516773,EB612 (EBP05),Hypoparathyroidism,Hypoparathyroidism,PHASE2,20,COMPLETED,Entera Bio Ltd.,An Evaluation of the Pharmacokinetics and Pharmacodynamics of Oral Parathyroid Hormone [PTH (1-34)] and NATPARA® in Patients With Hypoparathyroidism,RANDOMIZED,2018-12-05,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,5,High,1.934,Low,0
NRC,2018-12-11,2018-12-11,Gainer,0.96,,,34.03,303.8,NCT03998969,Pantoprazole,Esophageal Disease,Esophageal Disease,PHASE3,70,COMPLETED,Seoul National University Hospital,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
ENTX,2018-12-11,2018-12-11,Loser,-10.93,6.88,1.59,4.89,63.7,NCT03516773,EB612 (EBP05),Hypoparathyroidism,Hypoparathyroidism,PHASE2,20,COMPLETED,Entera Bio Ltd.,An Evaluation of the Pharmacokinetics and Pharmacodynamics of Oral Parathyroid Hormone [PTH (1-34)] and NATPARA® in Patients With Hypoparathyroidism,RANDOMIZED,2018-12-05,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,6,High,1.589,Low,0
