ticker,event_date,v_actual_date,event_type,move_pct,atr_pct,normalized_move,close,market_cap_m,nct_id,drug_name,indication,ct_conditions,ct_phase,ct_enrollment,ct_status,ct_sponsor,ct_official_title,ct_allocation,ct_primary_completion,catalyst_type,v_is_material,data_tier,match_type,days_offset,move_class_abs,stock_movement_atr_normalized,move_class_norm,target_large_move
ABBV,2018-03-15,2018-03-15,Loser,-3.37,,,81.57,,NCT02706873,Placebo to Upadacitinib,Rheumatoid Arthritis,Rheumatoid Arthritis,PHASE3,1002,COMPLETED,AbbVie,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
ACRS,2018-03-16,2018-03-16,Loser,-0.85,,,18.63,311.0,NCT03210337,A-101 Topical Solution,Common Wart,Common Wart,PHASE2,157,COMPLETED,"Aclaris Therapeutics, Inc.",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
GILD,2018-03-19,2018-03-19,Loser,-3.21,,,57.21,,NCT03118843,SOF/VEL/VOX,Hepatitis C Virus Infection,Hepatitis C Virus Infection,PHASE3,31,COMPLETED,Gilead Sciences,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RIGL,2018-03-23,2018-03-23,Loser,-4.63,,,37.1,630.6,NCT02112838,Fostamatinib 150 mg,IGA Nephropathy,IGA Nephropathy,PHASE2,76,COMPLETED,Rigel Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LLY,2018-03-27,2018-03-27,Loser,-0.68,,,67.53,,NCT02438826,Galcanezumab 300 mg,Chronic Cluster Headache,Chronic Cluster Headache,PHASE3,240,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-03-28,2018-03-28,Gainer,0.69,,,24.62,303.8,NCT01514201,3-Dimensional Conformal Radiation Therapy,Anaplastic Astrocytoma; Brain Stem Glioma; Childhood Mixed Glioma; Fibrillary Astrocytoma; Giant Cell Glioblastoma; Glioblastoma; Gliosarcoma; Untreated Childhood Anaplastic Astrocytoma; Untreated Childhood Brain Stem Glioma; Untreated Childhood Fibrillary Astrocytoma; Untreated Childhood Giant Cell Glioblastoma; Untreated Childhood Glioblastoma; Untreated Childhood Gliosarcoma,Anaplastic Astrocytoma; Brain Stem Glioma; Childhood Mixed Glioma; Fibrillary Astrocytoma; Giant Cell Glioblastoma; Glioblastoma; Gliosarcoma; Untreated Childhood Anaplastic Astrocytoma; Untreated Childhood Brain Stem Glioma; Untreated Childhood Fibrillary Astrocytoma; Untreated Childhood Giant Cell Glioblastoma; Untreated Childhood Glioblastoma; Untreated Childhood Gliosarcoma,PHASE1/PHASE2,66,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-03-30,2018-03-30,Loser,-2.74,,,24.11,303.8,NCT02631746,Laboratory Biomarker Analysis,Acute Adult T-Cell Leukemia/Lymphoma; Adult T-Cell Leukemia/Lymphoma; Chronic Adult T-Cell Leukemia/Lymphoma; HTLV-1 Infection; Lymphomatous Adult T-Cell Leukemia/Lymphoma; Smoldering Adult T-Cell Leukemia/Lymphoma,Acute Adult T-Cell Leukemia/Lymphoma; Adult T-Cell Leukemia/Lymphoma; Chronic Adult T-Cell Leukemia/Lymphoma; HTLV-1 Infection; Lymphomatous Adult T-Cell Leukemia/Lymphoma; Smoldering Adult T-Cell Leukemia/Lymphoma,PHASE2,3,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
ANAB,2018-03-30,2018-03-30,Loser,-9.67,,,94.02,1539.9,NCT02920021,Etokimab,Peanut Allergy,Peanut Allergy,PHASE2,20,COMPLETED,"AnaptysBio, Inc.",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Medium,,,0
NRC,2018-03-30,2018-03-30,Loser,-2.74,,,24.11,303.8,NCT01866410,Cabozantinib S-malate,Recurrent Non-Small Cell Lung Carcinoma; Stage IV Non-Small Cell Lung Cancer AJCC v7,Recurrent Non-Small Cell Lung Carcinoma; Stage IV Non-Small Cell Lung Cancer AJCC v7,PHASE2,37,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
JNJ,2018-04-04,2018-04-04,Gainer,1.6,,,104.41,,NCT03224403,Test acetaminophen,Post-operative Dental Pain,Post-operative Dental Pain,PHASE3,664,COMPLETED,"Johnson & Johnson Consumer Inc., McNeil Consumer Healthcare Division",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
REGN,2018-04-04,2018-04-04,Gainer,1.55,,,335.09,,NCT03054428,Dupilumab,"Moderate-to-Severe Atopic Dermatitis; Dermatitis, Dermatitis Atopic; Eczema, Skin Diseases, Skin; Diseases Genetic, Genetic; Diseases Inborn, Skin; Disease, Eczematous Skin; Hypersensitivity, Immediate; Hypersensitivity, Immune System Diseases; Dermatitis, Atopic","Moderate-to-Severe Atopic Dermatitis; Dermatitis, Dermatitis Atopic; Eczema, Skin Diseases, Skin; Diseases Genetic, Genetic; Diseases Inborn, Skin; Disease, Eczematous Skin; Hypersensitivity, Immediate; Hypersensitivity, Immune System Diseases; Dermatitis, Atopic",PHASE3,251,COMPLETED,Regeneron Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2018-04-10,2018-04-10,Gainer,0.99,,,54.67,,NCT01787552,LDE225,Primary Myelofibrosis; Thrombocytosis; Essential Thrombocythemia; Polycythemia Vera; Myeloproliferative Disorders; Bone Marrow Diseases; Hematologic Diseases; Blood Coagulation Disorders; Blood Platelet Disorders; Hemorrhagic Disorders,Primary Myelofibrosis; Thrombocytosis; Essential Thrombocythemia; Polycythemia Vera; Myeloproliferative Disorders; Bone Marrow Diseases; Hematologic Diseases; Blood Coagulation Disorders; Blood Platelet Disorders; Hemorrhagic Disorders,PHASE1/PHASE2,50,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2018-04-10,2018-04-10,Gainer,0.25,,,21.87,,NCT02999672,Trastuzumab Emtansine,Bladder Cancer; Pancreas Cancer; Cholangiocellular Carcinoma,Bladder Cancer; Pancreas Cancer; Cholangiocellular Carcinoma,PHASE2,20,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2018-04-11,2018-04-11,Loser,-1.17,,,54.03,,NCT02900378,LCZ696 (Sacubitril/Valsartan),Chronic Heart Failure With Reduced Ejection Fraction,Chronic Heart Failure With Reduced Ejection Fraction,PHASE3,621,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
CRL,2018-04-16,2018-04-16,Gainer,1.13,,,107.25,8784.5,NCT03657810,CL-108 5 mg,Pain; Nausea; Vomiting,Pain; Nausea; Vomiting,PHASE3,349,COMPLETED,"Charleston Laboratories, Inc",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
GERN,2018-04-26,2018-04-26,Loser,-5.25,,,3.97,1072.4,NCT02426086,Imetelstat 4.7 mg/kg,Myelofibrosis,Myelofibrosis,PHASE2,107,COMPLETED,Geron Corporation,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Medium,,,0
BHC,2018-04-29,2018-04-29,Loser,0.0,,,18.07,2201.5,NCT03489941,EM-100,Allergic Conjunctivitis,Allergic Conjunctivitis,PHASE3,65,COMPLETED,Bausch & Lomb Incorporated,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
MRK,2018-04-30,2018-04-30,Loser,-1.01,,,43.93,,NCT01736683,Sotatercept,Anemia; Myelodysplastic Syndromes; Chronic Myelomonocytic Leukemia; Low to Intermediate-1 MDS; Myelodysplastic Syndromes (MDS); Chronic Myelomonocytic Leukemia (CMML),Anemia; Myelodysplastic Syndromes; Chronic Myelomonocytic Leukemia; Low to Intermediate-1 MDS; Myelodysplastic Syndromes (MDS); Chronic Myelomonocytic Leukemia (CMML),PHASE2,74,COMPLETED,Merck Sharp & Dohme LLC,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2018-04-30,2018-04-30,Gainer,0.43,,,21.39,,NCT02795767,Emicizumab,Hemophilia A,Hemophilia A,PHASE3,88,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
IBRX,2018-05-01,2018-05-01,Gainer,0.77,,,3.93,9633.0,NCT02235701,170 mg/m2 aldoxorubicin,"Metastatic, Locally Advanced, or Unresectable Soft Tissue Sarcoma","Metastatic, Locally Advanced, or Unresectable Soft Tissue Sarcoma",PHASE1/PHASE2,70,COMPLETED,"ImmunityBio, Inc.",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
GILD,2018-05-02,2018-05-02,Loser,-7.83,,,49.58,,NCT01282424,Idelalisib,Follicular Lymphoma; Small Lymphocytic Lymphoma; Lymphoplasmacytic Lymphoma; Marginal Zone Lymphoma,Follicular Lymphoma; Small Lymphocytic Lymphoma; Lymphoplasmacytic Lymphoma; Marginal Zone Lymphoma,PHASE2,125,COMPLETED,Gilead Sciences,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Medium,,,0
PFE,2018-05-04,2018-05-04,Gainer,0.23,,,23.0,,NCT03233529,Crisaborole ointment 2% BID,"Dermatitis, Atopic","Dermatitis, Atopic",PHASE2,40,COMPLETED,Pfizer,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
BIIB,2018-05-09,2018-05-09,Gainer,1.59,,,274.03,,NCT02259231,Omaveloxolone Capsules (2.5 mg/capsule),Melanoma; Unresectable (Stage III) Melanoma; Metastatic (Stage IV) Melanoma,Melanoma; Unresectable (Stage III) Melanoma; Metastatic (Stage IV) Melanoma,PHASE1/PHASE2,41,COMPLETED,Biogen,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2018-05-10,2018-05-10,Loser,-1.64,,,21.26,,NCT01750697,Rituximab,Granulomatosis With Polyangiitis,Granulomatosis With Polyangiitis,PHASE2,25,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
ZVRA,2018-05-11,2018-05-11,Gainer,11.32,6.83,1.66,94.4,502.7,NCT03292952,KP415 oral capsule,ADHD,ADHD,PHASE3,155,COMPLETED,Zevra Therapeutics,"A Multicenter, Dose-Optimized, Double-Blind, Randomized, Placebo-Controlled, Parallel Efficacy Laboratory Classroom Study With KP415 in Children With Attention-Deficit/Hyperactivity Disorder",RANDOMIZED,2018-05-16,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,5,High,1.657,Low,0
AMGN,2018-05-11,2018-05-11,Gainer,1.83,,,136.38,,NCT01624142,Evolocumab,Severe Familial Hypercholesterolemia,Severe Familial Hypercholesterolemia,PHASE2/PHASE3,300,COMPLETED,Amgen,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2018-05-14,2018-05-14,Gainer,1.01,,,52.31,,NCT02896127,Secukinumab,Ankylosing Spondyloarthritis,Ankylosing Spondyloarthritis,PHASE3,458,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
MRK,2018-05-15,2018-05-15,Loser,-0.8,,,44.18,,NCT02070757,Ceftolozane/tazobactam,Healthcare-Associated Pneumonia; Ventilator-Associated Pneumonia; Lung Diseases,Healthcare-Associated Pneumonia; Ventilator-Associated Pneumonia; Lung Diseases,PHASE3,726,COMPLETED,"Cubist Pharmaceuticals LLC, a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
ABUS,2018-05-18,2018-05-18,Loser,-4.69,,,6.1,896.2,NCT02631096,ARB-001467,"Hepatitis B, Chronic","Hepatitis B, Chronic",PHASE2,36,COMPLETED,Arbutus Biopharma Corporation,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
GERN,2018-05-22,2018-05-22,Gainer,12.12,5.65,2.14,4.07,1072.4,NCT01731951,Imetelstat,Primary Myelofibrosis; Secondary Myelofibrosis; Myeloid Malignancies,Primary Myelofibrosis; Secondary Myelofibrosis; Myeloid Malignancies,PHASE2,80,COMPLETED,Geron Corporation,A Pilot Open-Label Study of the Efficacy and Safety of Imetelstat (GRN163L) in Myelofibrosis and Other Myeloid Malignancies,RANDOMIZED,2018-05-24,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,2,High,2.145,Low,0
GERN,2018-05-23,2018-05-23,Gainer,14.99,5.46,2.75,4.68,1072.4,NCT01731951,Imetelstat,Primary Myelofibrosis; Secondary Myelofibrosis; Myeloid Malignancies,Primary Myelofibrosis; Secondary Myelofibrosis; Myeloid Malignancies,PHASE2,80,COMPLETED,Geron Corporation,A Pilot Open-Label Study of the Efficacy and Safety of Imetelstat (GRN163L) in Myelofibrosis and Other Myeloid Malignancies,RANDOMIZED,2018-05-24,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,1,High,2.745,Low,0
NRC,2018-05-23,2018-05-23,Gainer,1.32,,,29.28,303.8,NCT01866839,Graft Manipulation (CD34+ Selection),"MDS (Myelodysplastic Syndrome); Myeloproliferative Disorder; Lymphoma, Non-Hodgkin; ALL (Acute B-Lymphoblastic Leukemia); AML (Acute Myelogenous Leukemia","MDS (Myelodysplastic Syndrome); Myeloproliferative Disorder; Lymphoma, Non-Hodgkin; ALL (Acute B-Lymphoblastic Leukemia); AML (Acute Myelogenous Leukemia",PHASE1/PHASE2,41,COMPLETED,"National Heart, Lung, and Blood Institute (NHLBI)",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SNY,2018-05-23,2018-05-23,Loser,-0.82,,,29.33,,NCT01587040,SAR245408,Neoplasm Malignant,Neoplasm Malignant,PHASE1/PHASE2,61,COMPLETED,Sanofi,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SNY,2018-05-25,2018-05-25,Loser,-0.93,,,29.08,,NCT02787551,Insulin glargine/lixisenatide fixed ratio combination,Type 2 Diabetes Mellitus,Type 2 Diabetes Mellitus,PHASE3,514,COMPLETED,Sanofi,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-05-30,2018-05-30,Gainer,2.05,,,29.58,303.8,NCT02362425,N-acetylcysteine,Neuromuscular Disease,Neuromuscular Disease,PHASE1/PHASE2,63,COMPLETED,National Institute of Nursing Research (NINR),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SNY,2018-05-31,2018-05-31,Loser,-0.83,,,29.08,,NCT02735044,"Insulin glargine,300 U/mL",Type 1 Diabetes Mellitus,Type 1 Diabetes Mellitus,PHASE3,463,COMPLETED,Sanofi,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2018-06-01,2018-06-01,Gainer,2.13,,,21.07,,NCT02347813,Pioglitazone,Squamous Cell Carcinoma of the Skin,Squamous Cell Carcinoma of the Skin,PHASE2,12,COMPLETED,University of Rochester,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-06-05,2018-06-05,Gainer,1.49,,,31.74,303.8,NCT02926898,ZX008 (Fenfluramine Hydrochloride),Dravet Syndrome,Dravet Syndrome,PHASE3,87,COMPLETED,"Zogenix International Limited, Inc., a subsidiary of Zogenix, Inc.",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-06-07,2018-06-07,Loser,-1.84,,,31.57,303.8,NCT02287467,Intravenous hyperimmune immunoglobulin (IVIG),Influenza A; Influenza B,Influenza A; Influenza B,PHASE3,329,COMPLETED,National Institute of Allergy and Infectious Diseases (NIAID),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2018-06-07,2018-06-07,Gainer,0.37,,,50.41,,NCT02468193,Osilodrostat,Cushing's Syndrome; Ectopic Corticotropin Syndrome; Adrenal Adenoma; Adrenal Carcinoma; AIMAH; PPNAD,Cushing's Syndrome; Ectopic Corticotropin Syndrome; Adrenal Adenoma; Adrenal Carcinoma; AIMAH; PPNAD,PHASE2,9,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-06-08,2018-06-08,Gainer,0.13,,,31.61,303.8,NCT01175980,Laboratory Biomarker Analysis,Recurrent Oral Cavity Adenoid Cystic Carcinoma; Recurrent Salivary Gland Carcinoma; Salivary Gland Adenoid Cystic Carcinoma; Stage III Major Salivary Gland Cancer AJCC v7; Stage III Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7; Stage IVA Major Salivary Gland Cancer AJCC v7; Stage IVA Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7; Stage IVB Major Salivary Gland Cancer AJCC v7; Stage IVB Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7; Stage IVC Major Salivary Gland Cancer AJCC v7; Stage IVC Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7; Tongue Carcinoma,Recurrent Oral Cavity Adenoid Cystic Carcinoma; Recurrent Salivary Gland Carcinoma; Salivary Gland Adenoid Cystic Carcinoma; Stage III Major Salivary Gland Cancer AJCC v7; Stage III Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7; Stage IVA Major Salivary Gland Cancer AJCC v7; Stage IVA Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7; Stage IVB Major Salivary Gland Cancer AJCC v7; Stage IVB Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7; Stage IVC Major Salivary Gland Cancer AJCC v7; Stage IVC Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7; Tongue Carcinoma,PHASE2,30,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AZN,2018-06-12,2018-06-12,Loser,-0.58,,,59.39,,NCT03276078,Aclidinium Bromide/Formoterol Fumarate 400/12μg BID,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",PHASE2,20,COMPLETED,AstraZeneca,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
ALKS,2018-06-21,2018-06-21,Loser,-15.01,3.99,3.76,43.65,4970.0,NCT02669758,ALKS 3831,Schizophrenia,Schizophrenia,PHASE3,281,COMPLETED,"Alkermes, Inc.","A Phase 3, Multicenter Study to Assess the Long Term Safety and Tolerability of ALKS 3831 in Subjects With Schizophrenia",NA,2018-06-29,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,8,High,3.762,Medium,1
PFE,2018-06-25,2018-06-25,Loser,-0.36,,,24.25,,NCT03170609,Multivalent group B streptococcus vaccine,Group B Streptococcal Infections,Group B Streptococcal Infections,PHASE2,365,COMPLETED,Pfizer,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-06-26,2018-06-26,Gainer,0.13,,,32.16,303.8,NCT02688400,Diacerein,"Osteoarthritis; Osteoarthritis, Knee","Osteoarthritis; Osteoarthritis, Knee",PHASE3,380,COMPLETED,TRB Chemedica International SA,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2018-06-29,2018-06-29,Gainer,1.39,,,21.26,,NCT02488330,Onartuzumab,Solid Tumor,Solid Tumor,PHASE3,12,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2018-06-29,2018-06-29,Gainer,3.48,,,50.45,,NCT02291029,CFZ533 active - Cohort 1,Primary Sjögren's Syndrome,Primary Sjögren's Syndrome,PHASE2,69,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2018-06-29,2018-06-29,Gainer,1.39,,,21.26,,NCT03271541,Bitopertin,Beta-Thalassemia,Beta-Thalassemia,PHASE2,12,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-06-30,2018-06-30,Gainer,1.6,,,32.35,303.8,NCT02831894,0% Hypnotic Medication Taper,Hypnotic Dependence Among Those With Insomnia,Hypnotic Dependence Among Those With Insomnia,PHASE2,74,COMPLETED,National Jewish Health,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-07-01,2018-07-01,Gainer,1.6,,,32.35,303.8,NCT03035708,Varenicline,Alcohol Use Disorder,Alcohol Use Disorder,PHASE1/PHASE2,47,COMPLETED,National Institute on Alcohol Abuse and Alcoholism (NIAAA),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-07-02,2018-07-02,Gainer,1.6,,,32.35,303.8,NCT01867671,Peanut Oral Immunotherapy - Liquid Extract,Peanut Hypersensitivity,Peanut Hypersensitivity,PHASE2,146,COMPLETED,National Institute of Allergy and Infectious Diseases (NIAID),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
GILD,2018-07-04,2018-07-04,Gainer,2.07,,,54.41,,NCT02889796,Filgotinib,Rheumatoid Arthritis,Rheumatoid Arthritis,PHASE3,1759,COMPLETED,Gilead Sciences,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
ABBV,2018-07-06,2018-07-06,Gainer,2.58,,,69.5,,NCT03255382,Fumaderm,Psoriasis,Psoriasis,PHASE3,120,COMPLETED,AbbVie,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AZN,2018-07-09,2018-07-09,Gainer,0.51,,,58.07,,NCT02583477,MEDI4736 in combination with nab-paclitaxel and gemcitabine,Metastatic Pancreatic Ductal Adenocarcinoma,Metastatic Pancreatic Ductal Adenocarcinoma,PHASE1/PHASE2,23,COMPLETED,AstraZeneca,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
ALDX,2018-07-11,2018-07-11,Gainer,0.91,,,8.27,328.5,NCT03404115,Reproxalap Ophthalmic Solution (0.25%),Dry Eye Syndrome,Dry Eye Syndrome,PHASE2,300,COMPLETED,"Aldeyra Therapeutics, Inc.",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2018-07-12,2018-07-12,Gainer,2.43,,,22.1,,NCT02194166,Trastuzumab,Breast Cancer,Breast Cancer,PHASE3,90,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-07-13,2018-07-13,Loser,0.0,,,30.48,303.8,NCT02169271,Aspirin,Current Smoker; Former Smoker; Multiple Pulmonary Nodules; Tobacco Use Disorder,Current Smoker; Former Smoker; Multiple Pulmonary Nodules; Tobacco Use Disorder,PHASE2,109,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SNY,2018-07-16,2018-07-16,Loser,-0.43,,,31.72,,NCT03211858,Insulin aspart,Type 1 Diabetes Mellitus-Type 2 Diabetes Mellitus,Type 1 Diabetes Mellitus-Type 2 Diabetes Mellitus,PHASE3,597,COMPLETED,Sanofi,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-07-17,2018-07-17,Gainer,0.28,,,30.57,303.8,NCT01504841,Etravirine (ETR),HIV Infections,HIV Infections,PHASE1/PHASE2,26,COMPLETED,National Institute of Allergy and Infectious Diseases (NIAID),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-07-18,2018-07-18,Gainer,0.42,,,30.69,303.8,NCT02311413,Cat-PAD,Cat Allergy; Cat Hypersensitivity,Cat Allergy; Cat Hypersensitivity,PHASE2,39,COMPLETED,National Institute of Allergy and Infectious Diseases (NIAID),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
PFE,2018-07-19,2018-07-19,Loser,-0.8,,,24.9,,NCT02499120,palbociclib,Squamous Cell Carcinoma of the Head and Neck (SCCHN),Squamous Cell Carcinoma of the Head and Neck (SCCHN),PHASE2,125,COMPLETED,Pfizer,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SNY,2018-07-19,2018-07-19,Loser,-0.38,,,31.84,,NCT03205371,MenACYW conjugate vaccine,"Meningitis, Meningococcal","Meningitis, Meningococcal",PHASE3,1183,COMPLETED,"Sanofi Pasteur, a Sanofi Company",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2018-07-20,2018-07-20,Gainer,1.94,,,22.68,,NCT01648205,Placebo,Long QT Syndrome,Long QT Syndrome,PHASE2,25,COMPLETED,University of Rochester,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2018-07-24,2018-07-24,Gainer,0.33,,,55.1,,NCT02966353,ruxolitinib,Primary Myelofibrosis; Post-Polycythemia Vera-Myelofibrosis; Post-Essential Thrombocythemia Myelofibrosis,Primary Myelofibrosis; Post-Polycythemia Vera-Myelofibrosis; Post-Essential Thrombocythemia Myelofibrosis,PHASE2,51,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
PCRX,2018-07-26,2018-07-26,Gainer,12.55,3.59,3.5,40.8,942.6,NCT03046446,FX006 32 mg,Osteoarthritis of the Knee,Osteoarthritis of the Knee,PHASE3,208,COMPLETED,"Pacira Pharmaceuticals, Inc",An Open-label Study to Assess the Safety of Repeat Administration of FX006 to Patients With Osteoarthritis of the Knee,NA,2018-07-19,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,7,High,3.496,Medium,1
NRC,2018-07-28,2018-07-28,Gainer,1.9,,,31.89,303.8,NCT03527355,Vi-DT,Typhoid,Typhoid,PHASE2,285,COMPLETED,International Vaccine Institute,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2018-07-31,2018-07-31,Gainer,1.34,,,32.31,303.8,NCT00890162,Epinephrine,Anaphylaxis; Hypotension; Bronchospasm; Angioedema,Anaphylaxis; Hypotension; Bronchospasm; Angioedema,PHASE2,16,COMPLETED,National Institute of Allergy and Infectious Diseases (NIAID),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SNY,2018-07-31,2018-07-31,Gainer,1.0,,,32.94,,NCT02812706,Isatuximab SAR650984,Multiple Myeloma,Multiple Myeloma,PHASE1/PHASE2,36,COMPLETED,Sanofi,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AZN,2018-08-01,2018-08-01,Loser,-0.97,,,63.64,,NCT02869438,Benralizumab,Asthma,Asthma,PHASE3,233,COMPLETED,AstraZeneca,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LLY,2018-08-01,2018-08-01,Loser,-0.11,,,88.71,,NCT03131687,tirzepatide,Type 2 Diabetes Mellitus,Type 2 Diabetes Mellitus,PHASE2,318,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
