ticker,event_date,move_pct,atr_pct,normalized_move,event_type,market_cap_m,match_type,catalyst_type
CTKB,2022-03-29,11.01,7.08,1.56,Gainer,572.8,unmatched,
PHAT,2022-10-03,-11.01,9.96,1.11,Loser,979.8,unmatched,
CDNA,2022-01-05,-11.01,7.02,1.57,Loser,998.5,unmatched,
ABUS,2019-06-25,11.01,9.13,1.21,Gainer,896.2,unmatched,
NBP,2022-05-11,-11.01,12.65,0.87,Loser,378.2,unmatched,
DNA,2022-04-13,11.01,9.64,1.14,Gainer,409.0,unmatched,
EDIT,2020-05-11,11.01,6.01,1.83,Gainer,214.8,unmatched,
SPRY,2021-01-12,11.01,9.08,1.21,Gainer,917.3,unmatched,
VANI,2020-03-24,11.01,18.64,0.59,Gainer,99.9,unmatched,
IRD,2022-12-30,11.01,6.71,1.64,Gainer,286.9,unmatched,
HALO,2020-03-16,-11.01,8.19,1.34,Loser,8205.7,unmatched,
JANX,2021-11-02,11.01,7.09,1.55,Gainer,818.6,unmatched,
CRDF,2020-02-13,-11.01,12.24,0.9,Loser,130.7,unmatched,
GLUE,2021-08-04,11.01,6.1,1.8,Gainer,1353.3,unmatched,
ARVN,2022-08-17,-11.01,7.07,1.56,Loser,974.3,unmatched,
EDIT,2022-06-17,11.01,8.76,1.26,Gainer,214.8,unmatched,
RCUS,2019-08-08,11.01,6.84,1.61,Gainer,2520.4,unmatched,
BLTE,2022-06-24,11.01,7.49,1.47,Gainer,7139.0,unmatched,
INKT,2022-04-06,11.01,13.45,0.82,Gainer,51.4,unmatched,
BNTC,2021-03-04,-11.0,19.93,0.55,Loser,373.4,unmatched,
LYEL,2022-05-11,-11.0,10.05,1.09,Loser,509.9,unmatched,
AXSM,2021-04-26,11.0,4.62,2.38,Gainer,8383.5,unmatched,
SLGL,2022-07-25,11.0,8.63,1.27,Gainer,255.4,unmatched,
NTLA,2022-12-01,-11.0,7.56,1.46,Loser,1596.1,unmatched,
CTKB,2021-08-03,11.0,,,Gainer,572.8,unmatched,
GOSS,2020-03-16,-11.0,11.18,0.98,Loser,98.3,unmatched,
IMA,2021-11-22,-11.0,8.66,1.27,Loser,75.1,unmatched,
HYFT,2019-12-23,11.0,4.56,2.41,Gainer,52.8,unmatched,
MLTX,2022-03-31,11.0,2.22,4.97,Gainer,1240.5,unmatched,
DMAC,2019-01-02,11.0,18.56,0.59,Gainer,414.0,unmatched,
ALXO,2020-12-22,11.0,11.32,0.97,Gainer,276.8,unmatched,
MSLE,2019-10-16,-11.0,7.7,1.43,Loser,256.9,unmatched,
IKT,2021-05-27,11.0,7.39,1.49,Gainer,248.6,unmatched,
LNTH,2018-08-02,-11.0,4.94,2.23,Loser,5093.4,unmatched,
VCYT,2022-03-29,11.0,7.08,1.55,Gainer,2892.4,unmatched,
ZLAB,2022-02-23,-11.0,7.65,1.44,Loser,2154.0,unmatched,
RZLT,2020-02-20,-11.0,14.27,0.77,Loser,307.2,unmatched,
DMAC,2018-10-29,-11.0,11.23,0.98,Loser,414.0,unmatched,
TARS,2020-12-21,-11.0,12.44,0.88,Loser,3213.9,unmatched,
GHRS,2021-12-03,-11.0,17.73,0.62,Loser,921.1,unmatched,
IMDX,2020-03-16,-11.0,13.73,0.8,Loser,172.4,unmatched,
NBP,2021-04-14,11.0,6.56,1.68,Gainer,378.2,unmatched,
NVAX,2020-11-30,10.99,7.03,1.56,Gainer,1647.7,unmatched,
TWST,2021-02-08,10.99,10.56,1.04,Gainer,2876.7,unmatched,
RXRX,2021-05-21,10.99,11.08,0.99,Gainer,1913.0,unmatched,
NVAX,2019-09-30,-10.99,10.0,1.1,Loser,1647.7,unmatched,
MGTX,2019-08-08,-10.99,6.89,1.6,Loser,608.5,unmatched,
IMRX,2021-12-23,-10.99,12.0,0.92,Loser,322.2,unmatched,
OCUL,2022-11-08,-10.99,7.81,1.41,Loser,1946.2,unmatched,
LPCN,2021-03-18,-10.99,9.6,1.14,Loser,55.3,unmatched,
NVAX,2021-03-25,-10.99,12.99,0.85,Loser,1647.7,unmatched,
ATAI,2022-05-16,10.99,9.0,1.22,Gainer,1318.5,unmatched,
AUTL,2021-05-10,-10.99,8.28,1.33,Loser,455.1,unmatched,
IMMX,2022-01-27,10.99,28.31,0.39,Gainer,427.3,unmatched,
SGMO,2020-11-04,10.99,5.08,2.16,Gainer,160.7,unmatched,
KRYS,2018-04-23,-10.99,5.34,2.06,Loser,8057.6,unmatched,
RAPT,2020-06-24,-10.99,8.48,1.3,Loser,1679.1,unmatched,
AXSM,2020-06-29,-10.99,6.77,1.62,Loser,8383.5,unmatched,
SLNO,2022-06-13,-10.99,14.47,0.76,Loser,2098.5,unmatched,
OGI,2020-04-03,-10.99,13.97,0.79,Loser,193.6,unmatched,
CNTN,2022-02-22,10.99,22.8,0.48,Gainer,200.4,unmatched,
KALA,2022-05-11,-10.99,16.06,0.68,Loser,346.3,unmatched,
PTGX,2018-11-13,-10.99,9.15,1.2,Loser,5756.4,unmatched,
CRNX,2020-04-06,10.99,15.03,0.73,Gainer,4213.2,unmatched,
NBTX,2022-07-13,-10.99,7.45,1.48,Loser,1502.0,unmatched,
SLS,2020-08-14,-10.98,8.37,1.31,Loser,839.5,unmatched,
PLRX,2021-03-09,10.98,11.23,0.98,Gainer,79.9,unmatched,
RLMD,2019-12-05,-10.98,6.42,1.71,Loser,334.4,unmatched,
SRZN,2022-09-12,10.98,8.99,1.22,Gainer,238.3,unmatched,
BEAM,2022-06-17,10.98,9.83,1.12,Gainer,2888.0,unmatched,
DERM,2021-12-22,-10.98,9.44,1.16,Loser,271.7,unmatched,
QIPT,2018-11-20,-10.98,7.95,1.38,Loser,161.4,unmatched,
TNYA,2022-11-03,-10.98,10.95,1.0,Loser,121.6,unmatched,
LPCN,2020-03-30,10.98,13.06,0.84,Gainer,55.3,unmatched,
KOD,2022-03-04,-10.98,61.8,0.18,Loser,1636.1,unmatched,
ACET,2018-07-11,10.98,9.82,1.12,Gainer,69.6,unmatched,
TRDA,2022-07-18,-10.98,18.24,0.6,Loser,456.0,unmatched,
OCUL,2020-04-27,10.98,7.97,1.38,Gainer,1946.2,unmatched,
KPTI,2020-03-03,-10.98,7.62,1.44,Loser,172.6,unmatched,
IBRX,2019-12-11,10.98,8.65,1.27,Gainer,9633.0,unmatched,
PLRX,2022-05-09,-10.98,12.91,0.85,Loser,79.9,unmatched,
IFRX,2022-03-18,-10.98,12.9,0.85,Loser,62.3,unmatched,
SPRB,2022-09-27,-10.98,9.72,1.13,Loser,58.8,unmatched,
GLTO,2022-07-06,10.98,8.56,1.28,Gainer,1781.9,unmatched,
VTVT,2018-10-15,-10.98,22.77,0.48,Loser,150.3,unmatched,
COLL,2020-05-01,-10.98,6.81,1.61,Loser,1317.2,unmatched,
ZLAB,2018-09-06,-10.98,7.48,1.47,Loser,2154.0,unmatched,
CGTX,2022-10-13,10.98,10.37,1.06,Gainer,96.2,unmatched,
CRDF,2022-09-07,10.98,8.07,1.36,Gainer,130.7,unmatched,
OGI,2021-07-28,10.98,7.17,1.53,Gainer,193.6,unmatched,
MDGL,2022-08-04,10.98,5.79,1.9,Gainer,9811.3,unmatched,
ZLAB,2022-03-22,10.98,13.39,0.82,Gainer,2154.0,unmatched,
DNTH,2021-08-03,-10.97,8.25,1.33,Loser,2385.5,unmatched,
BNTC,2019-08-20,-10.97,16.15,0.68,Loser,373.4,unmatched,
ENTA,2022-07-29,10.97,5.15,2.13,Gainer,415.0,unmatched,
IKT,2021-12-07,10.97,9.82,1.12,Gainer,248.6,unmatched,
MDXG,2018-12-13,10.97,28.63,0.38,Gainer,724.2,unmatched,
SAVA,2022-08-08,10.97,10.54,1.04,Gainer,110.1,unmatched,
ETON,2020-04-08,10.97,14.15,0.77,Gainer,455.6,unmatched,
XERS,2019-09-10,-10.97,8.93,1.23,Loser,1015.5,unmatched,
FULC,2020-06-29,-10.97,9.44,1.16,Loser,558.1,unmatched,
RPID,2022-01-11,10.97,14.7,0.75,Gainer,191.9,unmatched,
PTCT,2022-10-18,-10.97,4.8,2.29,Loser,5474.9,unmatched,
RAPT,2019-11-12,10.97,,,Gainer,1679.1,unmatched,
EOLS,2021-03-12,10.97,13.1,0.84,Gainer,278.7,unmatched,
COGT,2018-09-04,-10.97,7.43,1.48,Loser,6305.7,unmatched,
VRCA,2020-11-10,10.97,7.16,1.53,Gainer,87.5,unmatched,
ACAD,2018-05-04,10.97,8.97,1.22,Gainer,4155.1,unmatched,
ORMP,2021-07-26,10.97,6.31,1.74,Gainer,136.1,unmatched,
ONCY,2020-03-27,-10.97,26.12,0.42,Loser,121.6,unmatched,
FDMT,2022-03-09,10.97,7.71,1.42,Gainer,551.9,unmatched,
CLLS,2020-05-15,10.97,7.48,1.47,Gainer,390.3,unmatched,
ENLV,2021-02-04,10.96,5.44,2.02,Gainer,273.0,unmatched,
STXS,2019-02-26,-10.96,11.46,0.96,Loser,201.6,unmatched,
TECX,2022-09-27,-10.96,9.92,1.1,Loser,438.9,unmatched,
NGNE,2021-01-08,-10.96,10.72,1.02,Loser,363.9,unmatched,
CRBP,2018-02-15,10.96,8.33,1.31,Gainer,150.4,unmatched,
TARA,2020-12-15,10.96,8.04,1.36,Gainer,340.8,unmatched,
ABEO,2021-11-29,-10.96,11.54,0.95,Loser,277.5,unmatched,
ACRS,2019-07-01,10.96,17.98,0.61,Gainer,311.0,unmatched,
AVTX,2022-08-04,10.96,9.02,1.21,Gainer,324.0,unmatched,
NGNE,2020-03-06,-10.96,8.63,1.27,Loser,363.9,unmatched,
ETON,2019-02-19,10.96,4.13,2.65,Gainer,455.6,unmatched,
CADL,2021-12-06,-10.96,10.23,1.07,Loser,288.2,unmatched,
AVTX,2020-06-03,-10.96,10.89,1.01,Loser,324.0,unmatched,
STXS,2020-03-16,-10.96,17.85,0.61,Loser,201.6,unmatched,
AVXL,2020-06-11,-10.96,7.62,1.44,Loser,410.5,unmatched,
INDV,2020-05-28,10.96,8.6,1.27,Gainer,4090.8,unmatched,
VCEL,2018-02-26,10.96,7.89,1.39,Gainer,1804.5,unmatched,
CLDX,2020-06-12,-10.96,9.67,1.13,Loser,1999.5,unmatched,
COGT,2020-01-21,10.96,9.53,1.15,Gainer,6305.7,unmatched,
HURA,2022-01-31,10.96,11.28,0.97,Gainer,94.3,unmatched,
AQST,2018-12-27,-10.96,14.19,0.77,Loser,488.0,unmatched,
HURA,2021-02-05,-10.96,11.69,0.94,Loser,94.3,unmatched,
VRDN,2020-06-03,-10.96,11.7,0.94,Loser,2804.1,unmatched,
ASRT,2019-11-13,10.96,15.37,0.71,Gainer,74.8,unmatched,
TMDX,2021-03-11,10.96,13.31,0.82,Gainer,4964.2,unmatched,
AQST,2020-04-01,-10.96,20.31,0.54,Loser,488.0,unmatched,
VERA,2021-11-05,10.96,9.58,1.14,Gainer,2895.6,unmatched,
CRVS,2019-07-01,10.96,7.35,1.49,Gainer,1529.6,unmatched,
RIGL,2022-06-15,10.96,20.74,0.53,Gainer,630.6,unmatched,
PGNY,2020-04-14,10.96,13.71,0.8,Gainer,1525.1,unmatched,
KYMR,2022-05-18,-10.96,17.18,0.64,Loser,7307.9,unmatched,
KRYS,2018-11-28,10.96,7.31,1.5,Gainer,8057.6,unmatched,
FBIO,2019-04-18,10.96,11.57,0.95,Gainer,106.1,unmatched,
ANIX,2019-07-09,10.96,6.41,1.71,Gainer,99.5,unmatched,
RAPT,2020-07-24,-10.95,11.94,0.92,Loser,1679.1,unmatched,
NKTX,2021-12-15,10.95,10.94,1.0,Gainer,191.8,unmatched,
KALA,2020-01-07,-10.95,8.22,1.33,Loser,346.3,unmatched,
RARE,2020-03-17,10.95,12.46,0.88,Gainer,2260.2,unmatched,
TNXP,2018-01-31,-10.95,7.78,1.41,Loser,178.6,unmatched,
AVTX,2022-07-27,-10.95,11.77,0.93,Loser,324.0,unmatched,
AURA,2022-05-09,-10.95,10.48,1.04,Loser,374.0,unmatched,
GYRE,2018-01-25,10.95,,,Gainer,793.8,unmatched,
NRIX,2022-06-07,10.95,8.77,1.25,Gainer,1642.4,unmatched,
CNTB,2021-12-09,-10.95,23.39,0.47,Loser,138.1,unmatched,
IPSC,2021-06-25,-10.95,,,Loser,202.8,unmatched,
GLSI,2022-01-05,-10.95,12.91,0.85,Loser,384.0,unmatched,
SLDB,2022-08-22,-10.95,10.95,1.0,Loser,483.8,unmatched,
JBIO,2022-03-08,10.95,8.07,1.36,Gainer,731.3,unmatched,
DNLI,2022-06-23,10.95,6.25,1.75,Gainer,3307.4,unmatched,
CELC,2020-06-05,10.95,8.81,1.24,Gainer,5169.0,unmatched,
YI,2019-04-23,10.95,6.6,1.66,Gainer,68.6,unmatched,
HELP,2022-03-07,-10.95,8.1,1.35,Loser,366.7,unmatched,
VTVT,2019-01-24,10.95,17.87,0.61,Gainer,150.3,unmatched,
MREO,2021-04-05,10.95,8.7,1.26,Gainer,59.0,unmatched,
GLUE,2021-06-25,-10.95,,,Loser,1353.3,unmatched,
MGTX,2020-03-25,10.95,15.66,0.7,Gainer,608.5,unmatched,
PBYI,2018-02-14,10.95,8.25,1.33,Gainer,287.2,unmatched,
LYEL,2022-02-24,10.95,8.43,1.3,Gainer,509.9,unmatched,
INMD,2019-11-22,-10.95,11.08,0.99,Loser,871.2,unmatched,
QURE,2018-03-14,-10.95,6.65,1.65,Loser,973.6,unmatched,
RGNX,2019-01-04,10.95,8.15,1.34,Gainer,457.6,unmatched,
AUTL,2018-11-21,10.95,13.27,0.82,Gainer,455.1,unmatched,
ABUS,2020-05-18,-10.95,10.37,1.06,Loser,896.2,unmatched,
VCYT,2022-07-05,10.95,6.64,1.65,Gainer,2892.4,unmatched,
SPRY,2021-11-22,-10.95,7.11,1.54,Loser,917.3,unmatched,
INMD,2020-03-03,-10.94,11.94,0.92,Loser,871.2,unmatched,
ONCY,2019-09-16,10.94,8.66,1.26,Gainer,121.6,unmatched,
CBIO,2022-05-11,-10.94,-10.61,-1.03,Loser,368.1,unmatched,
ARMP,2020-03-18,10.94,11.92,0.92,Gainer,391.7,unmatched,
RLMD,2019-01-17,10.94,3.73,2.93,Gainer,334.4,unmatched,
QIPT,2019-01-30,10.94,2.43,4.5,Gainer,161.4,unmatched,
DNA,2022-05-05,-10.94,11.92,0.92,Loser,409.0,unmatched,
MCRB,2018-06-05,10.94,5.84,1.87,Gainer,79.1,unmatched,
KZIA,2021-04-12,-10.94,7.63,1.43,Loser,95.8,unmatched,
DYN,2021-12-01,-10.94,6.77,1.62,Loser,2571.9,unmatched,
RLMD,2022-12-29,10.94,14.41,0.76,Gainer,334.4,unmatched,
HCM,2022-12-21,10.94,6.96,1.57,Gainer,2588.0,unmatched,
SNDX,2020-04-09,10.94,11.89,0.92,Gainer,1886.9,unmatched,
AUTL,2022-06-13,-10.94,9.13,1.2,Loser,455.1,unmatched,
PYXS,2022-04-22,10.94,14.55,0.75,Gainer,91.5,unmatched,
COGT,2021-10-13,10.94,5.81,1.88,Gainer,6305.7,unmatched,
IMMP,2018-05-14,10.94,4.13,2.65,Gainer,412.1,unmatched,
NGNE,2021-05-04,-10.94,6.07,1.8,Loser,363.9,unmatched,
SRRK,2018-06-04,-10.94,,,Loser,4515.9,unmatched,
ZYME,2022-01-27,-10.94,14.97,0.73,Loser,1773.5,unmatched,
IMDX,2020-07-16,10.94,20.92,0.52,Gainer,172.4,unmatched,
SRPT,2022-01-10,-10.94,5.69,1.92,Loser,1756.2,unmatched,
ALXO,2022-09-06,-10.94,7.94,1.38,Loser,276.8,unmatched,
ORMP,2019-11-25,10.94,6.73,1.63,Gainer,136.1,unmatched,
NRIX,2021-09-20,-10.94,7.02,1.56,Loser,1642.4,unmatched,
TNXP,2022-09-22,-10.94,13.77,0.79,Loser,178.6,unmatched,
DMAC,2021-06-08,10.94,6.12,1.79,Gainer,414.0,unmatched,
KALA,2018-10-16,10.94,6.52,1.68,Gainer,346.3,unmatched,
KALA,2020-06-26,-10.94,9.15,1.19,Loser,346.3,unmatched,
NVAX,2022-03-04,-10.94,11.64,0.94,Loser,1647.7,unmatched,
IMA,2021-11-10,10.94,6.64,1.65,Gainer,75.1,unmatched,
CRDL,2021-10-18,10.94,8.09,1.35,Gainer,113.9,unmatched,
CELC,2020-06-15,10.94,14.84,0.74,Gainer,5169.0,unmatched,
IMVT,2021-02-01,10.94,6.42,1.7,Gainer,5643.9,unmatched,
OGI,2021-07-13,10.94,5.99,1.83,Gainer,193.6,unmatched,
ATAI,2022-01-05,-10.93,13.54,0.81,Loser,1318.5,unmatched,
MGTX,2018-06-21,-10.93,,,Loser,608.5,unmatched,
SLNO,2020-03-24,10.93,17.89,0.61,Gainer,2098.5,unmatched,
XOMA,2019-05-08,10.93,4.24,2.58,Gainer,316.1,unmatched,
EQ,2020-02-05,10.93,8.61,1.27,Gainer,110.8,unmatched,
AVXL,2019-01-07,10.93,8.7,1.26,Gainer,410.5,unmatched,
PTGX,2020-03-19,10.93,12.55,0.87,Gainer,5756.4,unmatched,
SHC,2022-06-06,10.93,3.5,3.12,Gainer,4621.4,unmatched,
PRTA,2021-06-16,10.93,5.65,1.93,Gainer,466.7,unmatched,
IVA,2022-11-28,10.93,13.04,0.84,Gainer,1348.2,unmatched,
PRTA,2020-03-09,-10.93,9.18,1.19,Loser,466.7,unmatched,
COGT,2020-03-05,10.93,13.54,0.81,Gainer,6305.7,unmatched,
KPTI,2018-05-01,10.93,7.16,1.53,Gainer,172.6,unmatched,
IRON,2022-10-25,10.93,5.82,1.88,Gainer,2514.9,unmatched,
PHAT,2022-12-29,10.93,7.91,1.38,Gainer,979.8,unmatched,
MDXG,2022-05-05,-10.93,7.84,1.39,Loser,724.2,unmatched,
PGNY,2020-02-21,-10.93,7.17,1.53,Loser,1525.1,unmatched,
PVLA,2019-09-24,-10.93,8.06,1.36,Loser,1598.2,unmatched,
BYSI,2019-05-01,-10.93,6.65,1.64,Loser,55.5,unmatched,
SLGL,2019-08-06,-10.93,5.74,1.91,Loser,255.4,unmatched,
RCKT,2021-03-09,10.93,8.51,1.29,Gainer,542.2,unmatched,
CRNX,2020-04-07,-10.93,16.49,0.66,Loser,4213.2,unmatched,
VTVT,2020-03-26,10.93,15.32,0.71,Gainer,150.3,unmatched,
CRDF,2020-02-10,10.93,11.45,0.95,Gainer,130.7,unmatched,
PRTC,2021-03-15,-10.93,2.7,4.05,Loser,405.3,unmatched,
ASRT,2018-08-29,-10.93,8.41,1.3,Loser,74.8,unmatched,
HURA,2022-11-22,-10.93,16.95,0.64,Loser,94.3,unmatched,
IOVA,2021-12-07,10.93,6.61,1.65,Gainer,1532.3,unmatched,
PALI,2022-01-21,-10.92,13.58,0.8,Loser,264.1,unmatched,
EYPT,2021-11-18,-10.92,10.18,1.07,Loser,1453.7,unmatched,
NKTR,2022-08-03,10.92,5.83,1.87,Gainer,1930.0,unmatched,
HUMA,2021-12-14,-10.92,10.1,1.08,Loser,215.2,unmatched,
PACB,2020-03-04,10.92,8.16,1.34,Gainer,507.2,unmatched,
SNDX,2018-12-19,-10.92,9.1,1.2,Loser,1886.9,unmatched,
VSTM,2022-03-28,10.92,9.43,1.16,Gainer,430.8,unmatched,
BYSI,2020-06-22,10.92,9.21,1.19,Gainer,55.5,unmatched,
EDIT,2022-05-11,-10.92,13.62,0.8,Loser,214.8,unmatched,
QTTB,2019-07-09,10.92,5.77,1.89,Gainer,56.1,unmatched,
HELP,2022-08-25,10.92,10.54,1.04,Gainer,366.7,unmatched,
BDTX,2022-10-27,10.92,8.54,1.28,Gainer,140.7,unmatched,
VIR,2021-01-13,10.92,6.64,1.65,Gainer,1264.6,unmatched,
TYRA,2022-12-16,10.92,7.11,1.53,Gainer,1777.8,unmatched,
OVID,2020-04-13,10.92,11.06,0.99,Gainer,116.1,unmatched,
GALT,2018-01-23,10.92,,,Gainer,192.1,unmatched,
CYTK,2022-08-05,10.92,5.29,2.06,Gainer,7607.3,unmatched,
XTNT,2020-05-22,-10.92,13.74,0.79,Loser,79.8,unmatched,
HELP,2022-06-15,10.92,11.83,0.92,Gainer,366.7,unmatched,
ENLV,2018-12-17,-10.92,16.11,0.68,Loser,273.0,unmatched,
EQ,2022-06-28,10.92,10.28,1.06,Gainer,110.8,unmatched,
RNAC,2020-08-03,10.92,6.87,1.59,Gainer,197.4,unmatched,
BMEA,2022-08-16,10.92,6.68,1.64,Gainer,96.9,unmatched,
CRSP,2019-01-22,-10.91,8.11,1.35,Loser,5772.6,unmatched,
KPTI,2020-03-16,-10.91,16.95,0.64,Loser,172.6,unmatched,
RNAC,2022-03-14,-10.91,9.55,1.14,Loser,197.4,unmatched,
TWST,2021-03-24,-10.91,12.45,0.88,Loser,2876.7,unmatched,
TMDX,2019-05-03,10.91,,,Gainer,4964.2,unmatched,
AKBA,2020-02-25,-10.91,6.14,1.78,Loser,347.6,unmatched,
ACAD,2021-03-15,10.91,11.51,0.95,Gainer,4155.1,unmatched,
SLS,2021-01-29,10.91,7.82,1.4,Gainer,839.5,unmatched,
KZIA,2020-11-19,-10.91,8.58,1.27,Loser,95.8,unmatched,
IBRX,2020-05-18,10.91,10.85,1.0,Gainer,9633.0,unmatched,
HCM,2022-03-25,-10.91,11.73,0.93,Loser,2588.0,unmatched,
IBIO,2022-01-03,10.91,9.43,1.16,Gainer,97.4,unmatched,
VTYX,2022-11-07,-10.91,9.42,1.16,Loser,1002.3,unmatched,
SABS,2022-10-05,10.91,12.34,0.88,Gainer,195.2,unmatched,
HRTX,2020-03-11,-10.91,9.63,1.13,Loser,218.2,unmatched,
VMD,2020-03-09,-10.91,10.57,1.03,Loser,337.4,unmatched,
NRIX,2021-02-18,-10.91,11.44,0.95,Loser,1642.4,unmatched,
RCUS,2018-08-27,10.91,4.3,2.54,Gainer,2520.4,unmatched,
HCM,2022-11-14,10.91,7.96,1.37,Gainer,2588.0,unmatched,
IOVA,2020-03-18,10.91,16.93,0.64,Gainer,1532.3,unmatched,
VRDN,2021-09-24,10.91,7.72,1.41,Gainer,2804.1,unmatched,
ELTX,2022-01-13,-10.91,9.72,1.12,Loser,224.2,unmatched,
ZYME,2020-03-12,-10.91,11.13,0.98,Loser,1773.5,unmatched,
RLMD,2022-06-17,10.91,7.9,1.38,Gainer,334.4,unmatched,
MGTX,2020-03-19,10.91,16.25,0.67,Gainer,608.5,unmatched,
TSHA,2022-11-16,10.91,13.53,0.81,Gainer,1240.9,unmatched,
SRRK,2022-06-17,10.91,12.22,0.89,Gainer,4515.9,unmatched,
MREO,2020-03-27,-10.91,26.89,0.41,Loser,59.0,unmatched,
ADAG,2022-03-03,-10.9,11.83,0.92,Loser,139.5,unmatched,
NBP,2022-12-08,10.9,7.64,1.43,Gainer,378.2,unmatched,
IMVT,2020-09-02,10.9,5.81,1.88,Gainer,5643.9,unmatched,
NVAX,2021-09-23,10.9,5.99,1.82,Gainer,1647.7,unmatched,
VRCA,2018-11-14,-10.9,8.6,1.27,Loser,87.5,unmatched,
MESO,2021-12-07,10.9,6.28,1.74,Gainer,2103.1,unmatched,
MIST,2019-07-02,-10.9,9.25,1.18,Loser,145.6,unmatched,
VSTM,2020-04-28,-10.9,22.55,0.48,Loser,430.8,unmatched,
EOLS,2018-03-28,-10.9,9.65,1.13,Loser,278.7,unmatched,
MDXG,2018-04-25,10.9,4.6,2.37,Gainer,724.2,unmatched,
SVRA,2018-06-21,-10.9,7.98,1.37,Loser,1224.9,unmatched,
IRON,2022-07-13,10.9,8.84,1.23,Gainer,2514.9,unmatched,
IMMX,2022-03-07,-10.9,20.62,0.53,Loser,427.3,unmatched,
SLS,2020-07-31,10.9,7.23,1.51,Gainer,839.5,unmatched,
BMEA,2022-08-23,10.9,9.08,1.2,Gainer,96.9,unmatched,
TWST,2021-12-03,-10.9,9.49,1.15,Loser,2876.7,unmatched,
CLLS,2022-08-05,10.9,7.07,1.54,Gainer,390.3,unmatched,
PBYI,2020-06-11,-10.9,9.44,1.16,Loser,287.2,unmatched,
IPHA,2022-06-01,10.9,5.35,2.04,Gainer,160.7,unmatched,
MDXG,2018-07-06,-10.9,17.12,0.64,Loser,724.2,unmatched,
VRDN,2019-07-16,10.9,6.08,1.79,Gainer,2804.1,unmatched,
TKNO,2022-11-18,-10.9,11.96,0.91,Loser,138.1,unmatched,
ALDX,2022-08-05,10.9,6.6,1.65,Gainer,328.5,unmatched,
MGNX,2020-06-17,10.9,8.24,1.32,Gainer,125.9,unmatched,
IMA,2022-03-16,10.9,13.35,0.82,Gainer,75.1,unmatched,
NGNE,2022-01-28,10.9,10.35,1.05,Gainer,363.9,unmatched,
SYRE,2020-04-15,-10.89,10.7,1.02,Loser,3378.0,unmatched,
ARCT,2019-06-20,10.89,8.51,1.28,Gainer,233.8,unmatched,
FBRX,2022-05-11,-10.89,9.62,1.13,Loser,378.6,unmatched,
STXS,2020-09-14,10.89,6.13,1.78,Gainer,201.6,unmatched,
FULC,2020-04-01,-10.89,23.99,0.45,Loser,558.1,unmatched,
KOD,2020-09-25,10.89,5.51,1.98,Gainer,1636.1,unmatched,
BCYC,2020-03-16,-10.89,18.85,0.58,Loser,397.5,unmatched,
CADL,2022-03-31,10.89,9.05,1.2,Gainer,288.2,unmatched,
PACB,2020-11-05,10.89,7.11,1.53,Gainer,507.2,unmatched,
SLS,2022-05-09,-10.89,11.09,0.98,Loser,839.5,unmatched,
PGEN,2020-02-04,-10.89,10.24,1.06,Loser,1341.0,unmatched,
ENLV,2019-01-14,10.89,10.75,1.01,Gainer,273.0,unmatched,
ARMP,2018-01-03,10.89,,,Gainer,391.7,unmatched,
SRRK,2020-03-27,-10.89,16.48,0.66,Loser,4515.9,unmatched,
ELDN,2021-08-26,10.89,4.68,2.33,Gainer,208.6,unmatched,
DVAX,2020-03-19,10.89,16.69,0.65,Gainer,1820.1,unmatched,
OKYO,2022-11-14,10.89,6.85,1.59,Gainer,87.8,unmatched,
HURA,2020-04-03,10.89,10.18,1.07,Gainer,94.3,unmatched,
IBIO,2020-05-11,10.89,10.27,1.06,Gainer,97.4,unmatched,
LEGN,2021-12-17,10.89,7.94,1.37,Gainer,3509.1,unmatched,
COLL,2019-11-08,10.89,4.86,2.24,Gainer,1317.2,unmatched,
KRYS,2020-04-01,-10.89,14.86,0.73,Loser,8057.6,unmatched,
RYTM,2018-03-15,-10.89,7.52,1.45,Loser,6188.4,unmatched,
TARA,2019-01-25,10.89,5.91,1.84,Gainer,340.8,unmatched,
ZLAB,2018-02-08,-10.89,6.72,1.62,Loser,2154.0,unmatched,
RCUS,2020-05-07,10.89,9.99,1.09,Gainer,2520.4,unmatched,
EQ,2021-09-30,10.89,6.05,1.8,Gainer,110.8,unmatched,
VRDN,2019-01-02,10.89,8.59,1.27,Gainer,2804.1,unmatched,
NGNE,2022-07-07,10.89,8.29,1.31,Gainer,363.9,unmatched,
VCYT,2021-03-03,-10.89,12.46,0.87,Loser,2892.4,unmatched,
ENTX,2020-07-27,-10.89,11.51,0.95,Loser,63.7,unmatched,
SLS,2018-10-18,-10.89,13.39,0.81,Loser,839.5,unmatched,
SNDX,2020-11-03,10.88,6.8,1.6,Gainer,1886.9,unmatched,
TIL,2022-09-28,10.88,8.35,1.3,Gainer,60.4,unmatched,
ALXO,2021-03-22,10.88,9.84,1.11,Gainer,276.8,unmatched,
CGEN,2022-07-21,10.88,7.55,1.44,Gainer,170.4,unmatched,
LQDA,2020-07-23,-10.88,13.37,0.81,Loser,2698.6,unmatched,
KROS,2020-08-20,10.88,8.43,1.29,Gainer,432.3,unmatched,
NRIX,2020-11-11,10.88,7.52,1.45,Gainer,1642.4,unmatched,
SPRO,2020-09-11,-10.88,11.88,0.92,Loser,122.3,unmatched,
SVRA,2019-04-23,10.88,5.09,2.14,Gainer,1224.9,unmatched,
